openalex,cites,year,title,authors,venue,doi,arxiv,type,cited_by,oa_url,abstract
W2902628409,CY15,2020,Operator Splitting Performance Estimation: Tight Contraction Factors and Optimal Parameter Selection,Ernest K. Ryu; Adrien Taylor; Carolina Bergeling; Pontus Giselsson,SIAM Journal on Optimization,10.1137/19m1304854,1812.00146,article,14,https://arxiv.org/pdf/1812.00146,"We propose a methodology for studying the performance of common splitting methods through semidefinite programming. We prove tightness of the methodology and demonstrate its value by presenting two applications of it. First, we use the methodology as a tool for computer-assisted proofs to prove tight analytical contraction factors for Douglas--Rachford splitting that are likely too complicated for a human to find bare-handed. Second, we use the methodology as an algorithmic tool to computationally select the optimal splitting method parameters by solving a series of semidefinite programs."
W3045769608,CY15,2020,Asynchronous and Time-Varying Proximal Type Dynamics in Multiagent Network Games,Carlo Cenedese; Giuseppe Belgioioso; Yu Kawano; Sergio Grammatico; Ming Cao,IEEE Transactions on Automatic Control,10.1109/tac.2020.3011916,,article,30,https://research.rug.nl/files/171646031/09149654_1_.pdf,"In this article, we study proximal type dynamics in the context of multiagent network games. We analyze several conjugations of this class of games, providing convergence results. Specifically, we look into synchronous/asynchronous dynamics with time-invariant communication network and synchronous dynamics with time-varying communication networks. Finally, we validate the theoretical results via numerical simulations on opinion dynamics."
W3088904003,CY15,2020,Asynchronous distributed voltage control in active distribution networks,Zhaojian Wang; Feng Liu; Yifan Su; Peng Yang; Boyu Qin,Automatica,10.1016/j.automatica.2020.109269,,article,24,,
W3023814718,CY15,2020,Inertial Mann-Type Algorithm for a Nonexpansive Mapping to Solve Monotone Inclusion and Image Restoration Problems,Natthaphon Artsawang; Kasamsuk Ungchittrakool,Symmetry,10.3390/sym12050750,,article,9,https://www.mdpi.com/2073-8994/12/5/750/pdf?version=1588818317,"In this article, we establish a new Mann-type method combining both inertial terms and errors to find a fixed point of a nonexpansive mapping in a Hilbert space. We show strong convergence of the iterate under some appropriate assumptions in order to find a solution to an investigative fixed point problem. For the virtue of the main theorem, it can be applied to an approximately zero point of the sum of three monotone operators. We compare the convergent performance of our proposed method, the Mann-type algorithm without both inertial terms and errors, and the Halpern-type algorithm in convex minimization problem with the constraint of a non-zero asymmetric linear transformation. Finally, we illustrate the functionality of the algorithm through numerical experiments addressing image restoration problems."
W2888073844,CY15,2020,Deep Neural Network Structures Solving Variational Inequalities,Patrick L. Combettes; Jean‐Christophe Pesquet,Set-Valued and Variational Analysis,10.1007/s11228-019-00526-z,1808.07526,book-chapter,5,https://arxiv.org/pdf/1808.07526,
W3036065625,CY15,2020,Primal-dual fixed point algorithm based on adapted metric method for solving convex minimization problem with application,Wenli Huang; Yuchao Tang,Applied Numerical Mathematics,10.1016/j.apnum.2020.06.005,,article,9,,
W3046334286,CY15,2020,Time-varying constrained proximal type dynamics in multi-agent network games,Carlo Cenedese; Giuseppe Belgioioso; Sergio Grammatico; Ming Cao,,10.23919/ecc51009.2020.9143683,,conference-paper,6,,"In this paper, we study multi-agent network games subject to affine time-varying coupling constraints and a time-varying communication network. We focus on the class of games adopting proximal dynamics and study their convergence to a persistent equilibrium. The assumptions considered to solve the problem are discussed and motivated. We develop an iterative equilibrium seeking algorithm, using only local information, that converges to a special class of game equilibria. Its derivation is motivated by several examples, showing that the original game dynamics fail to converge. Finally, we apply the designed algorithm to solve a constrained consensus problem, illustrating the theoretical results."
W2954955495,CY15,2020,Distributed Generalized Nash Equilibrium Seeking in Aggregative Games on Time-Varying Networks,Giuseppe Belgioioso; Angelia Nedić; Sergio Grammatico,IEEE Transactions on Automatic Control,10.1109/tac.2020.3005922,1907.00191,article,3,https://arxiv.org/pdf/1907.00191,"We design the first fully distributed algorithm for generalized Nash equilibrium seeking in aggregative games on a time-varying communication network, under partial-decision information, i.e., the agents have no direct access to the aggregate decision. The algorithm is derived by integrating dynamic tracking into a projected pseudo-gradient algorithm. The convergence analysis relies on the framework of monotone operator splitting and the Krasnosel'skii-Mann fixed-point iteration with errors."
W3014598661,CY15,2020,From Local SGD to Local Fixed-Point Methods for Federated Learning,Grigory Malinovsky; Dmitry Kovalev; Elnur Gasanov; Laurent Condat; Peter Richtárik,arXiv (Cornell University),10.48550/arxiv.2004.01442,2004.01442,preprint,10,https://arxiv.org/pdf/2004.01442,"Most algorithms for solving optimization problems or finding saddle points of convex-concave functions are fixed-point algorithms. In this work we consider the generic problem of finding a fixed point of an average of operators, or an approximation thereof, in a distributed setting. Our work is motivated by the needs of federated learning. In this context, each local operator models the computations done locally on a mobile device. We investigate two strategies to achieve such a consensus: one based on a fixed number of local steps, and the other based on randomized computations. In both cases, the goal is to limit communication of the locally-computed variables, which is often the bottleneck in distributed frameworks. We perform convergence analysis of both methods and conduct a number of experiments highlighting the benefits of our approach."
W3023265729,CY15,2020,An asynchronous distributed and scalable generalized Nash equilibrium seeking algorithm for strongly monotone games,Carlo Cenedese; Giuseppe Belgioioso; Sergio Grammatico; Ming Cao,arXiv (Cornell University),10.48550/arxiv.2005.03507,2005.03507,preprint,3,https://arxiv.org/pdf/2005.03507,"In this paper, we present three distributed algorithms to solve a class of generalized Nash equilibrium (GNE) seeking problems in strongly monotone games. The first one (SD-GENO) is based on synchronous updates of the agents, while the second and the third (AD-GEED and AD-GENO) represent asynchronous solutions that are robust to communication delays. AD-GENO can be seen as a refinement of AD-GEED, since it only requires node auxiliary variables, enhancing the scalability of the algorithm. Our main contribution is to prove converge to a variational GNE of the game via an operator-theoretic approach. Finally, we apply the algorithms to network Cournot games and show how different activation sequences and delays affect convergence. We also compare the proposed algorithms to the only other in the literature (ADAGNES), and observe that AD-GENO outperforms the alternative."
W3092269740,CY15,2020,On a notion of averaged operators in CAT(0) spaces,Arian Bërdëllima,arXiv (Cornell University),10.48550/arxiv.2010.05726,2010.05726,preprint,2,https://arxiv.org/pdf/2010.05726,Averaged operators have played an important role in fixed point theory in Hilbert spaces. They emerged as a necessity to obtain solutions to fixed point problems where the underlying operator is not contractive and thus renders Banach fixed point theorem inaccessible. We introduce a notion of averaged operator in the broader class of $\text{CAT}(0)$ spaces. We call these operators $α$-firmly nonexpansive and develop basic calculus rules for the quasi $α$-firmly nonexpansive operators. In particular compositions of quasi $α$-firmly nonexpansive operators is quasi $α$-firmly nonexpansive and convex combination of a finite family of quasi $α$-firmly nonexpansive operators is again quasi $α$-firmly nonexpansive. For a nonexpansive operator $T:X\to X$ acting on a $\text{CAT}(0)$ space $X$ we show that the iterates $x_n:=Tx_{n-1}$ converge weakly to some element in the fixed point set $\text{Fix} T$ whenever $T$ is quasi $α$-firmly nonexpansive. Moreover under a certain regularity condition the projections $P_{\text{Fix} T}x_n$ converge strongly to this weak limit. Our theory is illustrated with two classical examples of cyclic and averaged projections.
W3003361916,CY15,2020,A Sequential Constraint Method for Solving Variational Inequality over the Intersection of Fixed Point Sets,Mootta Prangprakhon; Nimit Nimana; Narin Petrot,arXiv (Cornell University),10.48550/arxiv.2001.10658,2001.10658,preprint,1,https://arxiv.org/pdf/2001.10658,"We consider the variational inequality problem over the intersection of fixed point sets of firmly nonexpansive operators. In order to solve the problem, we present an algorithm and subsequently show the strong convergence of the generated sequence to the solution of the considered problem."
W3088020006,CY15,2020,An outer reflected forward-backward splitting algorithm for solving monotone inclusions,Hui Yu; Chunxiang Zong; Yuchao Tang,arXiv (Cornell University),10.48550/arxiv.2009.12493,2009.12493,preprint,1,https://arxiv.org/pdf/2009.12493,"Monotone inclusions have wide applications in solving various convex optimization problems arising in signal and image processing, machine learning, and medical image reconstruction. In this paper, we propose a new splitting algorithm for finding a zero of the sum of a maximally monotone operator, a monotone Lipschitzian operator, and a cocoercive operator, which is called outer reflected forward-backward splitting algorithm. Under mild conditions on the iterative parameters, we prove the convergence of the proposed algorithm. As applications, we employ the proposed algorithm to solve composite monotone inclusions involving monotone Lipschitzian operator, cocoercive operator, and the parallel sum of operators. The advantage of the obtained algorithm is that it is a completely splitting algorithm, in which the Lipschitzian operator and the cocoercive operator are processed via explicit steps and the maximally monotone operators are processed via their resolvents."
W2892298543,CY15,2020,On the Minimal Displacement Vector of Compositions and Convex Combinations of Nonexpansive Mappings,Heinz H. Bauschke; Walaa M. Moursi,Foundations of Computational Mathematics,10.1007/s10208-020-09449-w,1809.01196,article,0,https://arxiv.org/pdf/1809.01196,
W3046439527,CY15,2020,Extrapolation of Bandlimited Multidimensional Signals from Continuous Measurements,Cornelius Frankenbach; Pablo Martínez-Nuevo; Martin Bo Møller; Walter Kellermann,,10.23919/eusipco47968.2020.9287729,2008.00026,conference-paper,0,https://arxiv.org/pdf/2008.00026,"Conventional sampling and interpolation commonly rely on discrete measurements. In this paper, we develop a theoretical framework for extrapolation of signals in higher dimensions from knowledge of the continuous waveform on bounded high-dimensional regions. In particular, we propose an iterative method to reconstruct bandlimited multidimensional signals based on truncated versions of the original signal to bounded regions-herein referred to as continuous measurements. In the proposed method, the reconstruction is performed by iterating on a convex combination of region-limiting and bandlimiting operations. We show that this iteration consists of a firmly nonexpansive operator and prove strong convergence for multidimensional bandlimited signals. In order to improve numerical stability, we introduce a regularized iteration and show its connection to Tikhonov regularization. The method is illustrated numerically for two-dimensional signals."
W3025384565,OY02,2020,On the convergence of algorithms with Tikhonov regularization terms,Bruno Dinis; Pedro Pinto,Optimization Letters,10.1007/s11590-020-01635-7,2005.07149,article,11,https://arxiv.org/pdf/2005.07149,
W3039207817,OY02,2020,Continuous Dynamics Related to Monotone Inclusions and Non-Smooth Optimization Problems,Ernö Robert Csetnek,Set-Valued and Variational Analysis,10.1007/s11228-020-00548-y,2007.00460,article,0,https://link.springer.com/content/pdf/10.1007/s11228-020-00548-y.pdf,"Abstract The aim of this survey is to present the main important techniques and tools from variational analysis used for first and second order dynamical systems of implicit type for solving monotone inclusions and non-smooth optimization problems. The differential equations are expressed by means of the resolvent (in case of a maximally monotone set valued operator) or the proximal operator for non-smooth functions. The asymptotic analysis of the trajectories generated relies on Lyapunov theory, where the appropriate energy functional plays a decisive role. While the most part of the paper is related to monotone inclusions and convex optimization problems in the variational case, we present also results for dynamical systems for solving non-convex optimization problems, where the Kurdyka-Łojasiewicz property is used."
W3167762789,CY15,2021,Convergence Theorems for the Variational Inequality Problems and Split Feasibility Problems in Hilbert Spaces,Panisa Lohawech; Anchalee Kaewcharoen; Ali Farajzadeh,International Journal of Mathematics and Mathematical Sciences,10.1155/2021/9980309,,article,4,https://downloads.hindawi.com/journals/ijmms/2021/9980309.pdf,"In this paper, we establish an iterative algorithm by combining Yamada’s hybrid steepest descent method and Wang’s algorithm for finding the common solutions of variational inequality problems and split feasibility problems. The strong convergence of the sequence generated by our suggested iterative algorithm to such a common solution is proved in the setting of Hilbert spaces under some suitable assumptions imposed on the parameters. Moreover, we propose iterative algorithms for finding the common solutions of variational inequality problems and multiple‐sets split feasibility problems. Finally, we also give numerical examples for illustrating our algorithms."
W3095914024,CY15,2021,Convolutional proximal neural networks and Plug-and-Play algorithms,Johannes Hertrich; Sebastian Neumayer; Gabriele Steidl,Linear Algebra and its Applications,10.1016/j.laa.2021.09.004,2011.02281,article,3,https://arxiv.org/pdf/2011.02281,
W4205560202,CY15,2021,Dual three-operator splitting algorithms for solving composite monotone inclusion with applications to convex minimization,,Journal of Applied and Numerical Optimization,10.23952/jano.3.2021.3.08,,article,3,http://jano.biemdas.com/issues/JANO2021-3-8.pdf,"In this paper, we study a monotone inclusion problem involving the mixtures of composite and parallel-sum type monotone operators with one of them being a cocoercive operator.Since the resolvent of the composite operator does not have a closed-form solution, the exact three-operator splitting algorithm could not be directly applied.As a result, it is meaningful to propose an effective iterative algorithm to solve this resolvent operator.Based on the primal-dual idea, we first solve the resolvent of the composite operators under suitable conditions.Furthermore, we present two iterative algorithms to solve the composite monotone inclusion problem, and prove their convergence based on the inexact three-operator splitting algorithm.As an application, a corresponding composite convex optimization problem is solved by two novel approaches.Finally, some numerical experiments are investigated on the image deblurring problems to demonstrate the efficiency of the proposed algorithms."
W4205862246,CY15,2021,Proximal Gradient Methods for Machine Learning and Imaging,Saverio Salzo; Silvia Villa,Applied and numerical harmonic analysis,10.1007/978-3-030-86664-8_4,,book-chapter,1,,
W4213022065,CY15,2021,Investigations in Hadamard spaces,Arian Bërdëllima,,10.53846/goediss-8802,,dissertation,4,https://ediss.uni-goettingen.de/bitstream/21.11130/00-1735-0000-0008-58F4-2/1/PhD%20Thesis_Arian%20Berdellima.pdf,"Diese Doktorarbeit untersucht das Zusammenspiel zwischen Geometrie und konvexer Analyse in Hadamardräumen. Motiviert durch zahlreiche Anwendungen der CAT(0)-Geometrie baut unsere Arbeit auf den Ergebnissen vieler früherer Autoren in der konvexen Analysis und der Alexandrov-Geometrie auf. Unsere Untersuchungen beantworten mehrere Fragen in der Theorie von CAT(0)-Räumen, von denen einige in der neueren Literatur als offene Probleme gestellt wurden. Zusammengefasst entwickelt sich unsere Dissertation in folgende Richtungen: 1. Schwache Topologien in Hadamard-Räumen, 2. Konvexe Hüllen kompakter Mengen, 3. Mittleres Baumproblem in phylogenetischen Baumräumen, 4. Mosco-Konvergenz in Hadamard-Räumen, 5. Fest nichtexpansive Operatoren und ihre Anwendungen in Hadamard-Räumen."
W3188077458,CY15,2021,On $\alpha$-Firmly Nonexpansive Operators in $r$-Uniformly Convex Spaces,"B\""erd\""ellima, Arian; Gabriele Steidl",arXiv (Cornell University),10.1007/s00025-021-01481-8,2104.05304,preprint,3,https://arxiv.org/pdf/2104.05304,"We introduce the class of $\alpha$-firmly nonexpansive and quasi $\alpha$-firmly nonexpansive operators on $r$-uniformly convex Banach spaces. This extends the existing notion from Hilbert spaces, where $\alpha$-firmly nonexpansive operators coincide with so-called $\alpha$-averaged operators. For our more general setting, we show that $\alpha$-averaged operators form a subset of $\alpha$-firmly nonexpansive operators. We develop some basic calculus rules for (quasi) $\alpha$-firmly nonexpansive operators. In particular, we show that their compositions and convex combinations are again (quasi) $\alpha$-firmly nonexpansive. Moreover, we will see that quasi $\alpha$-firmly nonexpansive operators enjoy the asymptotic regularity property. Then, based on Browder's demiclosedness principle, we prove for $r$-uniformly convex Banach spaces that the weak cluster points of the iterates $x_{n+1}:=Tx_{n}$ belong to the fixed point set $\text{Fix} T$ whenever the operator $T$ is nonexpansive and quasi $\alpha$-firmly. If additionally the space has a Fr\'echet differentiable norm or satisfies Opial's property then these iterates converge weakly to some element in $\text{Fix} T$. Further, the projections $P_{\text{Fix} T}x_n$ converge strongly to this weak limit point. Finally, we give three illustrative examples, where our theory can be applied, namely from infinite dimensional neural networks, semigroup theory, and contractive projections in $L_p$, $p \in (1,\infty) \backslash \{2\}$ spaces on probability measure spaces."
W3157647781,CY15,2021,A string averaging method based on strictly quasi-nonexpansive operators with generalized relaxation,Touraj Nikazad; Mahdi Mirzapour,arXiv (Cornell University),10.48550/arxiv.2104.14832,2104.14832,preprint,1,https://arxiv.org/pdf/2104.14832,"We study a fixed point iterative method based on generalized relaxation of strictly quasi-nonexpansive operators. The iterative method is assembled by averaging of strings, and each string is composed of finitely many strictly quasi-nonexpansive operators. To evaluate the study, we examine a wide class of iterative methods for solving linear systems of equations (inequalities) and the subgradient projection method for solving nonlinear convex feasibility problems. The mathematical analysis is complemented by some experiments in image reconstruction from projections and classical examples, which illustrate the performance using generalized relaxation."
W3155364681,CY15,2021,On $$\alpha $$-Firmly Nonexpansive Operators in r-Uniformly Convex Spaces,Arian Bërdëllima; Gabriele Steidl,Results in Mathematics,10.1007/s00025-021-01481-8,2104.05304,article,0,https://link.springer.com/content/pdf/10.1007/s00025-021-01481-8.pdf,"Abstract We introduce the class of $$\alpha $$ α -firmly nonexpansive and quasi $$\alpha $$ α -firmly nonexpansive operators on r-uniformly convex Banach spaces. This extends the existing notion from Hilbert spaces, where $$\alpha $$ α -firmly nonexpansive operators coincide with so-called $$\alpha $$ α -averaged operators. For our more general setting, we show that $$\alpha $$ α -averaged operators form a subset of $$\alpha $$ α -firmly nonexpansive operators. We develop some basic calculus rules for (quasi) $$\alpha $$ α -firmly nonexpansive operators. In particular, we show that their compositions and convex combinations are again (quasi) $$\alpha $$ α -firmly nonexpansive. Moreover, we will see that quasi $$\alpha $$ α -firmly nonexpansive operators enjoy the asymptotic regularity property. Then, based on Browder’s demiclosedness principle, we prove for r-uniformly convex Banach spaces that the weak cluster points of the iterates $$x_{n+1}:=Tx_{n}$$ x n + 1 : = T x n belong to the fixed point set $${{\,\mathrm{Fix}\,}}T$$ Fix T whenever the operator T is nonexpansive and quasi $$\alpha $$ α -firmly. If additionally the space has a Fréchet differentiable norm or satisfies Opial’s property, then these iterates converge weakly to some element in $${{\,\mathrm{Fix}\,}}T$$ Fix T . Further, the projections $$P_{{{\,\mathrm{Fix}\,}}T}x_n$$ P Fix T x n converge strongly to this weak limit point. Finally, we give three illustrative examples, where our theory can be applied, namely from infinite dimensional neural networks, semigroup theory, and contractive projections in $$L_p$$ L p , $$p \in (1,\infty ) \backslash \{2\}$$ p ∈ ( 1 , ∞ ) \ { 2 } spaces on probability measure spaces."
W3171903116,CY15,2021,Multi-agent network games with applications in smart electric mobility,Carlo Cenedese,,10.33612/diss.166885555,,dissertation,0,https://pure.rug.nl/ws/files/166885557/Complete_thesis.pdf,When I
W4200547842,CY15,2021,WEAK AND STRONG CONVERGENCE THEOREMS OF ALGORITHMIC SCHEMES FOR THE MULTIPLE-SETS SPLIT FEASIBILITY PROBLEM,Nguyễn Bường; Nguyễn Dương Nguyễn,TNU Journal of Science and Technology,10.34238/tnu-jst.5084,,article,0,http://jst.tnu.edu.vn/jst/article/download/5084/pdf,"Trong bài báo này, để giải bài toán chấp nhận tách đa tập (MSSFP) trong không gian Hilbert, chúng tôi trình bày một cách tiếp cận tổng quát để xây dựng các phương pháp lặp. Chúng tôi đề xuất một lược đồ thuật toán xâu trung bình với sự hội tụ yếu và một lược đồ thuật toán xâu trung bình với sự hội tụ mạnh. Lược đồ thuật toán xâu trung bình với sự hội tụ mạnh được xây dựng dựa trên phương pháp lặp tổng quát cho ánh xạ không giãn, trong đó cỡ bước được tính toán trực tiếp trong mỗi bước lặp mà không cần sử dụng chuẩn của toán tử. Những lược đồ thuật toán này không chỉ bao hàm những cải tiến của phương pháp lặp vòng và lặp đồng thời đã biết như những trường hợp riêng mà còn bao hàm cả những phương pháp lặp mới"
W3186581370,HRY20,2021,Outer Approximations of Minkowski Operations on Complex Sets via Sum-of-Squares Optimization,James Guthrie; Enrique Mallada,,10.23919/acc50511.2021.9482940,,conference-paper,2,,"We study the problem of finding closed-form outer approximations of Minkowski sums and products of sets in the complex plane. Using polar coordinates, we pose this as an optimization problem in which we find a pair of contours that give lower and upper bounds on the radial distance at a given angle. Through a series of variable transformations we rewrite this as a sum-of-squares optimization problem. Numerical examples are given to demonstrate the performance."
W3167982620,OY02,2021,Variable metric backward-forward dynamical systems for monotone inclusion problems,Pankaj Gautam; D. R. Sahu; Jen‐Chih Yao,arXiv (Cornell University),10.48550/arxiv.2106.06818,2106.06818,preprint,1,https://arxiv.org/pdf/2106.06818,"This paper investigates first-order variable metric backward forward dynamical systems associated with monotone inclusion and convex minimization problems in real Hilbert space. The operators are chosen so that the backward-forward dynamical system is closely related to the forward-backward dynamical system and has the same computational complexity. We show existence, uniqueness, and weak asymptotic convergence of the generated trajectories and strong convergence if one of the operators is uniformly monotone. We also establish that an equilibrium point of the trajectory is globally exponentially stable and monotone attractor. As a particular case, we explore similar perspectives of the trajectories generated by a dynamical system related to the minimization of the sum of a nonsmooth convex and a smooth convex function. Numerical examples are given to illustrate the convergence of trajectories."
W3198312586,PAT21,2021,The Singular Angle of Nonlinear Systems,"Chao Chen; Zhao, Di; Khong, Sei Zhen",arXiv (Cornell University),10.48550/arxiv.2109.01629,2109.01629,preprint,4,https://arxiv.org/pdf/2109.01629,"In this paper, we introduce an angle notion called the singular angle for nonlinear systems from an input-output perspective. The proposed system singular angle, based on the angle between $L_2$-signals, describes an upper bound for the ''rotating effect'' from system input to output signals. It quantifies passivity and serves as a counterpart to system $L_2$-gain. It also provides an alternative to a recently defined notion of system phase which adopts complexification of real-valued signals via the Hilbert transform. A nonlinear small angle theorem is established for feedback stability analysis, which involves a comparison of the loop system angle with $π$. The theorem generalizes the classical passivity theorem via a tradeoff between the singular angles of open-loop systems."
W3191603018,CY15,2022,A Direct Proof of Convergence of Davis–Yin Splitting Algorithm Allowing Larger Stepsizes,Francisco J. Aragón Artacho; David Torregrosa-Belén,Set-Valued and Variational Analysis,10.1007/s11228-022-00631-6,,article,14,https://link.springer.com/content/pdf/10.1007/s11228-022-00631-6.pdf,"Abstract This note is devoted to the splitting algorithm proposed by Davis and Yin (Set-valued Var. Anal.25(4), 829–858, 2017) for computing a zero of the sum of three maximally monotone operators, with one of them being cocoercive. We provide a direct proof that guarantees its convergence when the stepsizes are smaller than four times the cocoercivity constant, thus doubling the size of the interval established by Davis and Yin. As a by-product, the same conclusion applies to the forward-backward splitting algorithm. Further, we use the notion of “strengthening” of a set-valued operator to derive a new splitting algorithm for computing the resolvent of the sum. Last but not least, we provide some numerical experiments illustrating the importance of appropriately choosing the stepsize and relaxation parameters of the algorithms."
W4282813188,CY15,2022,Inverting Incomplete Fourier Transforms by a Sparse Regularization Model and Applications in Seismic Wavefield Modeling,Tingting Wu; Yuesheng Xu,Journal of Scientific Computing,10.1007/s10915-022-01906-8,,article,5,,
W4312058677,CY15,2022,Theoretical and numerical comparison of first order algorithms for cocoercive equations and smooth convex optimization,Luis M. Briceño-Arias; Nelly Pustelnik,Signal Processing,10.1016/j.sigpro.2022.108900,,article,4,https://hal.science/hal-03405740v1/file/2101.06152.pdf,
W4210454038,CY15,2022,Variance reduction for root-finding problems,Damek Davis,Mathematical Programming,10.1007/s10107-021-01758-4,,article,2,,
W4291129099,CY15,2022,Cyber Restrictions: Imperfect Communication in Power Control of Microgrids,Feng Liu; Zhaojian Wang; Changhong Zhao; Peng Yang,,10.1002/9781119827962.ch7,,other,1,,"This chapter addresses the information asynchrony issue in the distributed power control of hybrid microgrids (MGs) to achieve an economic power dispatch. By introducing a virtual global clock with randomization, different kinds of asynchrony are fitted into a unified framework. For facilitating the implementation and application of distributed optimal control, the impact of imperfect communication must be taken into account in the design, which calls for asynchronous algorithms. The chapter also addresses the asynchronous distributed power control problem in hybrid AC/direct current (DC) MGs, considering different kinds of asynchrony, such as non-identical sampling rates and random time delays. The chapter proposes a real-time implementation of the algorithm by using the feedback of frequency/voltage measurements from the power system. It also suggests an operator-splitting approach to designing and analyzing distributed optimal controllers that are robust against imperfect communication."
W4207077629,CY15,2022,Об усредненных отображениях в $\operatorname{CAT}(0)$-пространствах,Arian Bërdëllima,Функциональный анализ и его приложения,10.4213/faa3859,,article,0,http://www.mathnet.ru/php/getFT.phtml?jrnid=faa&paperid=3859&what=fullt&option_lang=rus,"В статье вводится понятие усредненного отображения в расширенном классе $\operatorname{CAT}(0)$-пространств. Мы называем такое отображение $\alpha$-твердо нерастягивающим и выводим основные правила исчисления квази-$\alpha$-твердо нерастягивающих отображений с общей неподвижной точкой. Мы показываем, что итерации $x_n:=Tx_{n-1}$ нерастягивающего отображения $T$ слабо сходятся к точке пространства $\operatorname{Fix} T$, если $T$ является квази-$\alpha$-твердо нерастягивающим. При этом отображения $P_{\operatorname{Fix} T}x_n$ сильно сходятся к этому слабому пределу. Построенная теория проиллюстрирована двумя классическими примерами применения методов циклических и усредненных проекций."
W4288767452,CY15,2022,On a Notion of Averaged Mappings in $$\operatorname{CAT}(0)$$ Spaces,Arian Bërdëllima,Functional Analysis and Its Applications,10.1134/s0016266322010038,,article,0,,"We introduce a notion of averaged mappings in the broader class of $$\operatorname{CAT}(0)$$ spaces. We call these mappings $$\alpha$$ -firmly nonexpansive and develop basic calculus rules for ones that are quasi- $$\alpha$$ -firmly nonexpansive and have a common fixed point. We show that the iterates $$x_n:=Tx_{n-1}$$ of a nonexpansive mapping $$T$$ converge weakly to an element in $$\operatorname{Fix} T$$ whenever $$T$$ is quasi- $$\alpha$$ -firmly nonexpansive. Moreover, $$P_{\operatorname{Fix} T}x_n$$ converge strongly to this weak limit. Our theory is illustrated with two classical examples of cyclic and averaged projections."
W4290927768,CY15,2022,Cyber Restrictions: Imperfect Communication in Voltage Control of Active Distribution Networks,Feng Liu; Zhaojian Wang; Changhong Zhao; Peng Yang,,10.1002/9781119827962.ch8,,other,0,,"This chapter addresses more complicated circumstances in distributed optimal control with nonideal communication. It considers the distributed voltage control problem of active distribution networks (ADNs). Due to the burst of distributed energy resources (DERs), the volatile renewable generation has brought a significant challenge to not only active power regulation but also reactive power and voltage control. The chapter aims to develop an asynchronous distributed voltage control (ASDVC) based on the partial primal-dual (PPD) gradient algorithm. The PPD gradient algorithm is utilized to design the controller. The voltage control in an ADN aims to minimize the voltage mismatch by regulating active or reactive power outputs of controllable DERs. The chapter justifies the convergence of the ASDVC algorithm. It treats the ASDVC as a randomized block-coordinate fixed-point iteration problem with delayed information. The chapter proves that the algorithm converges to an optimal solution to the optimal voltage regulation problem."
W4313530910,OY02,2022,A fast inertial primal–dual algorithm to composite optimization models with application to image restoration problems,Meng Wen; Yongqiang Zhang; Haiyang Li; Yuchao Tang; Jigen Peng,Journal of Computational and Applied Mathematics,10.1016/j.cam.2022.115043,,article,4,,
W4380685503,CY15,2023,Aggregating distributed energy resources for grid flexibility services: A distributed game theoretic approach,Xiupeng Chen; Mehran Shakarami; Jacquelien M.A. Scherpen; Nima Monshizadeh,International Journal of Robust and Nonlinear Control,10.1002/rnc.6830,,article,3,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rnc.6830,"We propose a hierarchical energy management scheme for aggregating Distributed Energy Resources (DERs) for grid flexibility services. To prevent a direct participation of numerous prosumers in the wholesale electricity market, aggregators, as self-interest agents in our scheme, incentivize prosumers to provide flexibility. We firstly model the economic behavior of aggregators and prosumers as a noncooperative aggregative game. Then a fully distributed algorithm in discrete time is proposed to find the corresponding Nash Equilibrium (NE). In this algorithm, each aggregator only needs to exchange its estimate of the aggregated flexibility and an auxiliary variable with its neighbors. Convergence of the algorithm is proven using operator theoretic techniques. Finally, the efficiency of the proposed scheme is demonstrated by a numerical case study."
W4388865538,HRY20,2023,Fast Krasnosel’skiĭ–Mann Algorithm with a Convergence Rate of the Fixed Point Iteration of \(\boldsymbol{{ o} \left(\frac{1}{{ k}} \right)}\),Radu Ioan Boţ; Dang‐Khoa Nguyen,SIAM Journal on Numerical Analysis,10.1137/22m1504305,,article,16,,"Abstract. The Krasnosel’skiĭ–Mann (KM) algorithm is the most fundamental iterative scheme designed to find a fixed point of an averaged operator in the framework of a real Hilbert space, since it lies at the heart of various numerical algorithms for solving monotone inclusions and convex optimization problems. We enhance the Krasnosel’skiĭ–Mann algorithm with Nesterov’s momentum updates and show that the resulting numerical method exhibits a convergence rate for the fixed point residual of [Formula: see text] while preserving the weak convergence of the iterates to a fixed point of the operator. Numerical experiments illustrate the superiority of the resulting so-called Fast KM algorithm over various fixed point iterative schemes, and also its oscillatory behavior, which is a specific of Nesterov’s momentum optimization algorithms."
