key,new_vs_harvest,score,red_flag,families,via,title,year,authors,venue,doi,openalex,cited_by,abstract
10.6092/issn.1972-5787/8124,True,0,False,H,backward:10.1145/3372885.3373824,Formalization Techniques for Asymptotic Reasoning in Classical Analysis,2018,Reynald Affeldt; Cyril Cohen; Damien Rouhling,HAL (Le Centre pour la Communication Scientifique Directe),10.6092/issn.1972-5787/8124,https://openalex.org/W2804372380,21,"Formalizing analysis on a computer involves a lot of “epsilon-delta” reasoning, while informal reasoning may use some asymptotical hand-waving. Whether or not the arithmetic details are hidden using some abstraction like filters, a human user eventually has to break it down for the proof assistant anyway, and provide a witness for the existential variable “delta”. We describe formalization techniques that take advantage of existential variables to delay the input of witnesses until a stage where the proof assistant can actually infer them. We use these techniques to prove theorems about classical analysis and to provide equational Bachmann-Landau notations. This partially restores the simplicity of informal hand-waving without compromising the proof. As expected this also reduces the size of proof scripts and the time to write them, and it also makes proofs more stable."
10.1007/978-3-319-40229-1_8,True,0,False,H,backward:10.1145/3372885.3373824,Congruence Closure in Intensional Type Theory,2016,Daniel Selsam; Leonardo de Moura,Lecture notes in computer science,10.1007/978-3-319-40229-1_8,https://openalex.org/W2506025915,12,
10.1007/978-3-319-14125-1_1,True,0,False,H,backward:10.1145/3372885.3373824,Formalization and Execution of Linear Algebra: From Theorems to Algorithms,2014,Jesús Aransay; Jose Divasón,Lecture notes in computer science,10.1007/978-3-319-14125-1_1,https://openalex.org/W613166357,9,
10.1145/3293880.3294089,True,0,False,H,backward:10.1145/3372885.3373824,A formal proof of Hensel's lemma over the p-adic integers,2019,Robert Y. Lewis,,10.1145/3293880.3294089,https://openalex.org/W2907076653,8,"The field of p-adic numbers ℚp and the ring of p-adic integers ℤp are essential constructions of modern number theory. Hensel’s lemma, described by Gouvêa as the “most important algebraic property of the p-adic numbers,” shows the existence of roots of polynomials over ℤp provided an initial seed point. The theorem can be proved for the p-adics with significantly weaker hypotheses than for general rings. We construct ℚp and ℤp in the Lean proof assistant, with various associated algebraic properties, and formally prove a strong form of Hensel’s lemma. The proof lies at the intersection of algebraic and analytic reasoning and demonstrates how the Lean mathematical library handles such a heterogeneous topic."
ranknullitytheoreminlinearalgebra,True,0,False,H,backward:10.1145/3372885.3373824,Rank-Nullity Theorem in Linear Algebra.,2013,Jose Divasón; Jesús Aransay,,,https://openalex.org/W2404994878,10,"In this article we present a proof of the result known in Linear Algebra as the “rank nullity Theorem”, which states that, given any linear form f from a finite dimensional vector space V to a vector space W, then the dimension of V is equal to the dimension of the kernel of f (which is a subspace of V) and the dimension of the range of f (which is a subspace of W). The proof presented here is based on the one given in [1]. It makes use of the HOL-Multivariate-Analysis session of Isabelle, and of several of its results and definitions. As a corollary of the previous theorem, and taking advantage of the relationship between linear forms and matrices, we prove that, for every matrix A (which has associated a linear form between finite dimensional vector spaces), the sum of its null space and its column space (which is equal to the"
10.1007/3-540-58156-1_17,True,0,False,H,backward:10.1145/3372885.3373824,A mechanically proof-checked encyclopedia of mathematics: Should we build one? Can we?,1994,Robert S. Boyer,Lecture notes in computer science,10.1007/3-540-58156-1_17,https://openalex.org/W92896842,10,
10.4204/eptcs.290.6,True,0,False,H,backward:10.1145/3372885.3373824,"Technologies for ""Complete, Transparent & Interactive Models of Math"" in Education",2019,Walther Neuper,Electronic Proceedings in Theoretical Computer Science,10.4204/eptcs.290.6,https://openalex.org/W2922662715,5,"A new generation of educational mathematics software is being shaped in ThEdu and other academic communities on the side of computer mathematics. Respective concepts and technologies have been clarified to an extent, which calls for cooperation with educational sciences in order to optimise the new generation's impact on educational practice. The paper addresses educational scientists who want to examine specific software features and estimate respective effects in STEM education at universities and subsequently at high-school. The key features are characterised as a ""complete, transparent and interactive model of mathematics"", which offers interactive experience in all relevant aspects in doing mathematics. Interaction uses several layers of formal languages: the language of terms, of specifications, of proofs and of program language, which are connected by Lucas-Interpretation providing ""next-step-guidance"" as well as providing prover power to check user input. So this paper is structured from the point of view of computer mathematics and thus cannot give a serious description of effects on educational practice -- this is up to collaboration with educational science; such collaboration is prepared by a series of questions, some of which are biased towards software usability (and mainly to be solved by computer mathematicians) and some of which are biased towards genuine research in educational sciences."
10.1145/3293880.3294093,True,0,False,H,backward:10.1145/3372885.3373824,Smooth manifolds and types to sets for linear algebra in Isabelle/HOL,2019,Fabian Immler; Bohua Zhan,,10.1145/3293880.3294093,https://openalex.org/W2908479200,6,"We formalize the definition and basic properties of smooth manifolds in Isabelle/HOL. Concepts covered include partition of unity, tangent and cotangent spaces, and the fundamental theorem for line integrals. We also construct some concrete manifolds such as spheres and projective spaces. The formalization makes extensive use of the existing libraries for topology and analysis. The existing library for linear algebra is not flexible enough for our needs. We therefore set up the first systematic and large scale application of ``types to sets''. It allows us to automatically transform the existing (type based) library of linear algebra to one with explicit carrier sets."
topologicalfoundationsforaformaltheoryofmanifolds,True,0,False,H,backward:10.1145/3372885.3373824,Topological Foundations for a Formal Theory of Manifolds.,2016,Karol Pąk,Conference on Information and Knowledge Management,,https://openalex.org/W2583529866,1,
10.4007/annals.2017.185.1.8,True,0,False,H,backward:10.1145/3372885.3373824,On large subsets of $\mathbb{F}_q^n$ with no three-term arithmetic progression,2016,Jordan S. Ellenberg; Dion Gijswijt,Annals of Mathematics,10.4007/annals.2017.185.1.8,https://openalex.org/W2963631653,142,"In this note, we show that the method of Croot, Lev, and Pach can be used to bound the size of a subset of F n q Fqn with no three terms in arithmetic progression by c n cn with c cap set problem. Previously the best known upper bound for the affine cap problem, due to Bateman and Katz, was on order n −1−ϵ 3 n n−1−ϵ3n ."
10.4007/annals.2019.190.3.6,True,0,False,H,backward:10.1145/3372885.3373824,Induced subgraphs of hypercubes and a proof of the Sensitivity Conjecture,2019,Hao Huang,Annals of Mathematics,10.4007/annals.2019.190.3.6,https://openalex.org/W2982703414,114,"In this paper, we show that every $(2^{n-1}+1)$-vertex induced subgraph of the n-dimensional cube graph has maximum degree at least $\sqrt{n}$. This is the best possible result, and it improves a logarithmic lower bound shown by Chung, Füredi, Graham and Seymour in 1988. As a direct consequence, we prove that the sensitivity and degree of a boolean function are polynomially related, solving an outstanding foundational problem in theoretical computer science, the Sensitivity Conjecture of Nisan and Szegedy."
10.1145/3372885.3373830,True,0,False,H,backward:10.1145/3372885.3373824;forward:10.1145/3372885.3373824,Formalising perfectoid spaces,2020,Kevin Buzzard; Johan Commelin; Patrick Massot,,10.1145/3372885.3373830,https://openalex.org/W2981815722,41,"Perfectoid spaces are sophisticated objects in arithmetic geometry introduced by Peter Scholze in 2012. We formalised enough definitions and theorems in topology, algebra and geometry to define perfectoid spaces in the Lean theorem prover. This experiment confirms that a proof assistant can handle complexity in that direction, which is rather different from formalising a long proof about simple objects. It also confirms that mathematicians with no computer science training can become proficient users of a proof assistant in a relatively short period of time. Finally, we observe that formalising a piece of mathematics that is a trending topic boosts the visibility of proof assistants amongst pure mathematicians."
10.5281/zenodo.7118596,True,0,False,H,backward:10.1145/3372885.3373824,Mathematical Components,2022,"Assia Mahboubi; Tassi, Enrico",Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.7118596,https://openalex.org/W4297448175,25,"Mathematical Components is the name of a library of formalized mathematics for the Coq system. It covers a variety of topics, from the theory of basic data structures (e.g., numbers, lists, finite sets) to advanced results in various flavors of algebra. This library constitutes the infrastructure for the machine-checked proofs of the Four Color Theorem and of the Odd Order Theorem. The reason of existence of this book is to break down the barriers to entry. While there are several books around covering the usage of the Coq system and the theory it is based on, the Mathematical Components library is built in an unconventional way. As a consequence, this book provides a non-standard presentation of Coq, putting upfront the formalization choices and the proof style that are the pillars of the library. This books targets two classes of public. On the one hand, newcomers, even the more mathematically inclined ones, find a soft introduction to the programming language of Coq, Gallina, and the SSReflect proof language. On the other hand accustomed Coq users find a substantial account of the formalization style that made the Mathematical Components library possible."
10.4230/lipics.itp.2019.31,True,0,False,H,backward:10.1145/3372885.3373824,Verified Decision Procedures for Modal Logics.,2019,Minchao Wu; Rajeev Goré,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),10.4230/lipics.itp.2019.31,https://openalex.org/W2978361984,9,"We describe a formalization of modal tableaux with histories for the modal logics K, KT and S4 in Lean. We describe how we formalized the static and transitional rules, the non-trivial termination and the correctness of loop-checks. The formalized tableaux are essentially executable decision procedures with soundness and completeness proved. Termination is also proved in order to define them as functions in Lean. All of these decision procedures return a concrete Kripke model in cases where the input set of formulas is satisfiable, and a proof constructed via the tableau rules witnessing unsatisfiability otherwise. We also describe an extensible formalization of backjumping and its verified implementation for the modal logic K. As far as we know, these are the first verified decision procedures for these modal logics."
10.2307/2322281,True,0,False,H,backward:10.1145/3372885.3373824,Fourier's Method of Linear Programming and Its Dual,1986,H. P. Williams,American Mathematical Monthly,10.2307/2322281,https://openalex.org/W4244671708,46,"This document is a printed form of MSC2020, an MSC revision produced jointly by the editorial staffs of Mathematical Reviews (MR) and Zentralblatt für Mathematik (zbMATH) in consultation with the mathematical community.The goals of this revision of the Mathematics Subject Classification (MSC) were set out in the announcement of it and call"
10.1145/3412932.3412935,True,0,False,H,backward:10.1145/3372885.3373824,Counting immutable beans,2019,Sebastian Ullrich; Leonardo de Moura,,10.1145/3412932.3412935,https://openalex.org/W3040288220,21,"Most functional languages rely on some kind of garbage collection for automatic memory management. They usually eschew reference counting in favor of a tracing garbage collector, which has less bookkeeping overhead at runtime. On the other hand, having an exact reference count of each value can enable optimizations such as destructive updates. We explore these optimization opportunities in the context of an eager, purely functional programming language. We propose a new mechanism for efficiently reclaiming memory used by nonshared values, reducing stress on the global memory allocator. We describe an approach for minimizing the number of reference counts updates using borrowed references and a heuristic for automatically inferring borrow annotations. We implemented all these techniques in a new compiler for an eager and purely functional programming language with support for multi-threading. Our preliminary experimental results demonstrate our approach is competitive and often outperforms state-of-the-art compilers."
10.4230/lipics.itp.2019.15,True,0,False,H,backward:10.1145/3372885.3373824,Formalizing the solution to the cap set problem,2019,Sander R. Dahmen; Johannes Hölzl; Robert Y. Lewis,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),10.4230/lipics.itp.2019.15,https://openalex.org/W2978244766,11,"In 2016, Ellenberg and Gijswijt established a new upper bound on the size of subsets of F^n_q with no three-term arithmetic progression. This problem has received much mathematical attention, particularly in the case q = 3, where it is commonly known as the cap set problem. Ellenberg and Gijswijt’s proof was published in the Annals of Mathematics and is noteworthy for its clever use of elementary methods. This paper describes a formalization of this proof in the Lean proof assistant, including both the general result in F^n_q and concrete values for the case q = 3. We faithfully follow the pen and paper argument to construct the bound. Our work shows that (some) modern mathematics is within the range of proof assistants."
10.1145/3372885.3373826,True,0,False,H,backward:10.1145/3372885.3373824,A formal proof of the independence of the continuum hypothesis,2020,Jesse Michael Han; Floris van Doorn,,10.1145/3372885.3373826,https://openalex.org/W3001646502,10,"We describe a formal proof of the independence of the continuum hypothesis (CH) in the Lean theorem prover. We use Boolean-valued models to give forcing arguments for both directions, using Cohen forcing for the consistency of ¬ CH and a σ-closed forcing for the consistency of CH."
10.4230/lipics.itp.2019.19,True,0,False,H,backward:10.1145/3372885.3373824,A Formalization of Forcing and the Unprovability of the Continuum Hypothesis,2019,"Jesse Michael Han; van Doorn, Floris",DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),10.4230/lipics.itp.2019.19,https://openalex.org/W2978554450,6,"We describe a formalization of forcing using Boolean-valued models in the Lean 3 theorem prover, including the fundamental theorem of forcing and a deep embedding of first-order logic with a Boolean-valued soundness theorem. As an application of our framework, we specialize our construction to the Boolean algebra of regular opens of the Cantor space 2^{omega_2 x omega} and formally verify the failure of the continuum hypothesis in the resulting model."
10.4230/lipics.itp.2019.12,True,0,False,H,backward:10.1145/3372885.3373824,Formalizing Computability Theory via Partial Recursive Functions,2019,Mario Carneiro,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),10.4230/lipics.itp.2019.12,https://openalex.org/W2978345188,5,"We present an extension to the mathlib library of the Lean theorem prover formalizing the foundations of computability theory. We use primitive recursive functions and partial recursive functions as the main objects of study, and we use a constructive encoding of partial functions such that they are executable when the programs in question provably halt. Main theorems include the construction of a universal partial recursive function and a proof of the undecidability of the halting problem. Type class inference provides a transparent way to supply Gödel numberings where needed and encapsulate the encoding details."
10.4230/lipics.itcs.2020.56,True,0,False,H,backward:10.1145/3372885.3373824,Induced subgraphs of hypercubes and a proof of the Sensitivity Conjecture,2019,"Grossman, Tomer; Komargodski, Ilan; Naor, Moni",arXiv (Cornell University),10.4230/lipics.itcs.2020.56,https://openalex.org/W2954672346,17,"In this paper, we show that every $(2^{n-1}+1)$-vertex induced subgraph of the $n$-dimensional cube graph has maximum degree at least $\sqrt{n}$. This result is best possible, and improves a logarithmic lower bound shown by Chung, Füredi, Graham and Seymour in 1988. As a direct consequence, we prove that the sensitivity and degree of a boolean function are polynomially related, solving an outstanding foundational problem in theoretical computer science, the Sensitivity Conjecture of Nisan and Szegedy."
10.48550/arxiv.1908.05647,True,0,False,H,backward:10.1145/3372885.3373824,Counting Immutable Beans: Reference Counting Optimized for Purely Functional Programming,2019,Sebastian Ullrich; Leonardo de Moura,arXiv (Cornell University),10.48550/arxiv.1908.05647,https://openalex.org/W2968211634,3,"Most functional languages rely on some garbage collection for automatic memory management. They usually eschew reference counting in favor of a tracing garbage collector, which has less bookkeeping overhead at runtime. On the other hand, having an exact reference count of each value can enable optimizations, such as destructive updates. We explore these optimization opportunities in the context of an eager, purely functional programming language. We propose a new mechanism for efficiently reclaiming memory used by nonshared values, reducing stress on the global memory allocator. We describe an approach for minimizing the number of reference counts updates using borrowed references and a heuristic for automatically inferring borrow annotations. We implemented all these techniques in a new compiler for an eager and purely functional programming language with support for multi-threading. Our preliminary experimental results demonstrate our approach is competitive and often outperforms state-of-the-art compilers."
10.1007/978-3-030-79876-5_37,True,0,False,H,forward:10.1145/3372885.3373824,The Lean 4 Theorem Prover and Programming Language,2021,Leonardo de Moura; Sebastian Ullrich,Lecture notes in computer science,10.1007/978-3-030-79876-5_37,https://openalex.org/W3178506813,217,"Abstract Lean 4 is a reimplementation of the Lean interactive theorem prover (ITP) in Lean itself. It addresses many shortcomings of the previous versions and contains many new features. Lean 4 is fully extensible: users can modify and extend the parser, elaborator, tactics, decision procedures, pretty printer, and code generator. The new system has a hygienic macro system custom-built for ITPs. It contains a new typeclass resolution procedure based on tabled resolution, addressing significant performance problems reported by the growing user base. Lean 4 is also an efficient functional programming language based on a novel programming paradigm called functional but in-place . Efficient code generation is crucial for Lean users because many write custom proof automation procedures in Lean itself."
10.48550/arxiv.2109.00110,True,0,False,H,forward:10.1145/3372885.3373824,MiniF2F: a cross-system benchmark for formal Olympiad-level mathematics,2021,"Zheng, Kunhao; Jesse Michael Han; Stanislas Polu",arXiv (Cornell University),10.48550/arxiv.2109.00110,https://openalex.org/W3197040007,25,"MiniF2F-Graded(./miniF2F-Graded.json) builds upon miniF2F by introducing additional metrics for each theorem: Difficulty, Discrimination, and Difficulty Grading. These metrics are calculated based on the actual performance of LLMs in proving the theorems, making them a more accurate reflection of difficulty from the perspective of LLMs. For a complete introduction to the work, please refer to the paper published on arxiv:Psychometric-Based Evaluation for Theorem Proving with Large Language Models"
10.1007/978-3-030-51054-1_1,True,0,False,H,forward:10.1145/3372885.3373824,Competing Inheritance Paths in Dependent Type Theory: A Case Study in Functional Analysis,2020,Reynald Affeldt; Cyril Cohen; Marie Kerjean; Assia Mahboubi; Damien Rouhling; Kazuhiko Sakaguchi,Lecture notes in computer science,10.1007/978-3-030-51054-1_1,https://openalex.org/W3020731832,18,
10.1145/3437992.3439922,True,0,False,H,forward:10.1145/3372885.3373824,Formalizing category theory in Agda,2021,Jason Z. S. Hu; Jacques Carette,,10.1145/3437992.3439922,https://openalex.org/W3118363023,17,"The generality and pervasiveness of category theory in modern mathematics makes it a frequent and useful target of formalization. It is however quite challenging to formalize, for a variety of reasons. Agda currently (i.e. in 2020) does not have a standard, working formalization of category theory. We document our work on solving this dilemma. The formalization revealed a number of potential design choices, and we present, motivate and explain the ones we picked. In particular, we find that alternative definitions or alternative proofs from those found in standard textbooks can be advantageous, as well as ""fit"" Agda's type theory more smoothly. Some definitions regarded as equivalent in standard textbooks turn out to make different ""universe level"" assumptions, with some being more polymorphic than others. We also pay close attention to engineering issues so that the library integrates well with Agda's own standard library, as well as being compatible with as many of supported type theories in Agda as possible."
10.1007/978-3-031-98682-6_11,True,0,False,H,forward:10.1145/3372885.3373824,lean-smt: An SMT Tactic for Discharging Proof Goals in Lean,2025,Abdalrhman Mohamed; Tomaz Mascarenhas; Harun Khan; Haniel Barbosa; Andrew Reynolds; Yicheng Qian,Lecture notes in computer science,10.1007/978-3-031-98682-6_11,https://openalex.org/W4412543529,15,"Abstract Lean is an increasingly popular proof assistant based on dependent type theory. Despite its success, it still lacks important automation features present in more seasoned proof assistants, such as the Sledgehammer tactic in Isabelle/HOL. A key aspect of Sledgehammer is the use of proof-producing SMT solvers to prove a translated proof goal and the reconstruction of the resulting proof into valid justifications for the original goal. We present lean-smt , a tactic providing this functionality in Lean. We detail how the tactic converts Lean goals into SMT problems and, more importantly, how it reconstructs SMT proofs into native Lean proofs. We evaluate the tactic on established benchmarks used to evaluate Sledgehammer’s SMT integration, with promising results. We also evaluate lean-smt as a standalone proof checker for proofs of SMT-LIB problems. We show that lean-smt offers a smaller trusted core without sacrificing too much performance."
10.1090/bull/1832,True,0,False,H,forward:10.1145/3372885.3373824,Mathematics and the formal turn,2024,Jeremy Avigad,Bulletin of the American Mathematical Society,10.1090/bull/1832,https://openalex.org/W4391839106,15,"Since the early twentieth century, it has been understood that mathematical definitions and proofs can be represented in formal systems with precise grammars and rules of use. Building on such foundations, computational proof assistants now make it possible to encode mathematical knowledge in digital form. This article enumerates some of the ways that these and related technologies can help us do mathematics."
10.1007/978-3-030-53518-6_16,True,0,False,H,forward:10.1145/3372885.3373824,Maintaining a Library of Formal Mathematics,2020,Floris van Doorn; Gabriel Ebner; Robert Y. Lewis,Lecture notes in computer science,10.1007/978-3-030-53518-6_16,https://openalex.org/W3015399600,15,
10.1007/978-3-031-57262-3_10,True,0,False,H,forward:10.1145/3372885.3373824,"Trocq: Proof Transfer for Free, With or Without Univalence",2024,Cyril Cohen; Enzo Crance; Assia Mahboubi,Lecture notes in computer science,10.1007/978-3-031-57262-3_10,https://openalex.org/W4386613842,12,"Abstract This article presents Trocq, a new proof transfer framework for dependent type theory. Trocq is based on a novel formulation of type equivalence, used to generalize the univalent parametricity translation. This framework takes care of avoiding dependency on the axiom of univalence when possible, and may be used with more relations than just equivalences. We have implemented a corresponding plugin for the interactive theorem prover, in the meta-language."
10.1609/aaai.v38i16.29722,True,0,False,H,forward:10.1145/3372885.3373824,Beyond Attention: Breaking the Limits of Transformer Context Length with Recurrent Memory,2024,Aydar Bulatov; Yuri Kuratov; Yermek Kapushev; Mikhail Burtsev,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v38i16.29722,https://openalex.org/W4393160131,11,"A major limitation for the broader scope of problems solvable by transformers is the quadratic scaling of computational complexity with input size. In this study, we investigate the recurrent memory augmentation of pre-trained transformer models to extend input context length while linearly scaling compute. Our approach demonstrates the capability to store information in memory for sequences of up to an unprecedented two million tokens while maintaining high retrieval accuracy. Experiments with language modeling tasks show perplexity improvement as the number of processed input segments increases. These results underscore the effectiveness of our method, which has significant potential to enhance long-term dependency handling in natural language understanding and generation tasks, as well as enable large-scale context processing for memory-intensive applications."
10.1007/s10817-021-09612-0,True,0,False,H,forward:10.1145/3372885.3373824,A Coq Formalization of Lebesgue Integration of Nonnegative Functions,2021,Sylvie Boldo; François Clément; Florian Faissole; Vincent Martin; Micaela Mayero,Journal of Automated Reasoning,10.1007/s10817-021-09612-0,https://openalex.org/W3215924521,10,
10.1145/3437992.3439917,True,0,False,H,forward:10.1145/3372885.3373824,A formal proof of PAC learnability for decision stumps,2021,Joseph Tassarotti; Koundinya Vajjha; Anindya Banerjee; Jean-Baptiste Tristan,,10.1145/3437992.3439917,https://openalex.org/W2987877727,10,"We present a formal proof in Lean of probably approximately correct (PAC) learnability of the concept class of decision stumps. This classic result in machine learning theory derives a bound on error probabilities for a simple type of classifier. Though such a proof appears simple on paper, analytic and measure-theoretic subtleties arise when carrying it out fully formally. Our proof is structured so as to separate reasoning about deterministic properties of a learning function from proofs of measurability and analysis of probabilities."
10.1007/s10270-022-01063-4,True,0,False,H,forward:10.1145/3372885.3373824,The ForeMoSt approach to building valid model-based safety arguments,2022,Torin Viger; Logan Murphy; Alessio Di Sandro; Claudio Menghi; Ramy Shahin; Marsha Chećhik,Software & Systems Modeling,10.1007/s10270-022-01063-4,https://openalex.org/W4310996198,9,
10.1145/3497775.3503675,True,0,False,H,forward:10.1145/3372885.3373824,A verified algebraic representation of cairo program execution,2022,Jeremy Avigad; Lior Goldberg; David Levit; Yoav Seginer; Alon Titelman,,10.1145/3497775.3503675,https://openalex.org/W3204514823,8,"Cryptographic interactive proof systems provide an efficient and scalable means of verifying the results of computation on blockchain. A prover constructs a proof, off-chain, that the execution of a program on a given input terminates with a certain result. The prover then publishes a certificate that can be verified efficiently and reliably modulo commonly accepted cryptographic assumptions. The method relies on an algebraic encoding of execution traces of programs. Here we report on a verification of the correctness of such an encoding of the Cairo model of computation with respect to the STARK interactive proof system, using the Lean 3 proof assistant."
10.1080/10586458.2021.1983489,True,0,False,H,forward:10.1145/3372885.3373824,Schemes in Lean,2021,Kevin Buzzard; Chris Hughes; Kenny Lau; Amelia Livingston; Ramon Fernández Mir; Scott Morrison,Experimental Mathematics,10.1080/10586458.2021.1983489,https://openalex.org/W3217786894,8,We tell the story of how schemes were formalized in three different ways in the Lean theorem prover.
10.1090/bull/1839,True,0,False,H,forward:10.1145/3372885.3373824,Machine Learning and Information Theory Concepts towards an AI Mathematician,2024,Yoshua Bengio; Nikolay Malkin,Bulletin of the American Mathematical Society,10.1090/bull/1839,https://openalex.org/W4398767262,7,"The current state of the art in artificial intelligence is impressive, especially in terms of mastery of language, but not so much in terms of mathematical reasoning. What could be missing? Can we learn something useful about that gap from how the brains of mathematicians go about their craft? This essay builds on the idea that current deep learning mostly succeeds at system 1 abilities—which correspond to our intuition and habitual behaviors—but still lacks something important regarding system 2 abilities—which include reasoning and robust uncertainty estimation. It takes an information-theoretical posture to ask questions about what constitutes an interesting mathematical statement, which could guide future work in crafting an AI mathematician. The focus is not on proving a given theorem but on discovering new and interesting conjectures . The central hypothesis is that a desirable body of theorems better summarizes the set of all provable statements, for example, by having a small description length while at the same time being close (in terms of number of derivation steps) to many provable statements."
10.1090/bull/1831,True,0,False,H,forward:10.1145/3372885.3373824,Abstraction boundaries and spec driven development in pure mathematics,2024,Johan Commelin; Adam Topaz,Bulletin of the American Mathematical Society,10.1090/bull/1831,https://openalex.org/W4391839082,7,"In this article we discuss how abstraction boundaries can help tame complexity in mathematical research with the help of an interactive theorem prover. While many of the ideas we present here have been used implicitly by mathematicians for some time, we argue that the use of an interactive theorem prover introduces additional qualitative benefits in the implementation of these ideas."
10.1145/3573105.3575688,True,0,False,H,forward:10.1145/3372885.3373824,Formalising the h-Principle and Sphere Eversion,2023,Floris van Doorn; Patrick Massot; Oliver Nash,,10.1145/3573105.3575688,https://openalex.org/W4315630308,7,"In differential topology and geometry, the h-principle is a property enjoyed by certain construction problems. Roughly speaking, it states that the only obstructions to the existence of a solution come from algebraic topology."
10.1007/978-3-031-43513-3_10,True,0,False,H,forward:10.1145/3372885.3373824,Machine-Learned Premise Selection for Lean,2023,Bartosz Piotrowski; Ramon Fernández Mir; Edward L. Ayers,Lecture notes in computer science,10.1007/978-3-031-43513-3_10,https://openalex.org/W4386711366,7,"Abstract We introduce a machine-learning-based tool for the Lean proof assistant that suggests relevant premises for theorems being proved by a user. The design principles for the tool are (1) tight integration with the proof assistant, (2) ease of use and installation, (3) a lightweight and fast approach. For this purpose, we designed a custom version of the random forest model, trained in an online fashion. It is implemented directly in Lean, which was possible thanks to the rich and efficient metaprogramming features of Lean 4. The random forest is trained on data extracted from – Lean’s mathematics library. We experiment with various options for producing training features and labels. The advice from a trained model is accessible to the user via the ""Image missing"" tactic which can be called in an editor while constructing a proof interactively."
10.1145/3437992.3439919,True,0,False,H,forward:10.1145/3372885.3373824,Formalizing the ring of Witt vectors,2021,Johan Commelin; Robert Y. Lewis,,10.1145/3437992.3439919,https://openalex.org/W3091891409,7,"The ring of Witt vectors W R over a base ring R is an important tool in algebraic number theory and lies at the foundations of modern p-adic Hodge theory. W R has the interesting property that it constructs a ring of characteristic 0 out of a ring of characteristic p > 1, and it can be used more specifically to construct from a finite field containing ℤ/pℤ the corresponding unramified field extension of the p-adic numbers ℚp (which is unique up to isomorphism)."
10.1007/978-3-031-98682-6_10,True,0,False,H,forward:10.1145/3372885.3373824,Lean-Auto: An Interface Between Lean 4 and Automated Theorem Provers,2025,Yicheng Qian; Joshua Clune; Clark Barrett; Jeremy Avigad,Lecture notes in computer science,10.1007/978-3-031-98682-6_10,https://openalex.org/W4412543539,6,"Abstract Proof automation is crucial to large-scale formal mathematics and software/hardware verification projects in ITPs. Sophisticated tools called hammers have been developed to provide general-purpose proof automation in ITPs such as Coq and Isabelle, leveraging the power of ATPs. An important component of a hammer is the translation algorithm from the ITP’s logical system to the ATP’s logical system. In this paper, we propose a novel translation algorithm for ITPs based on dependent type theory. The algorithm is implemented in Lean 4 under the name Lean-auto. When combined with ATPs, Lean-auto provides general-purpose, ATP-based proof automation in Lean 4 for the first time. Soundness of the main translation procedure is guaranteed, and experimental results suggest that our algorithm is sufficiently complete to automate the proof of many problems that arise in practical uses of Lean 4. We also find that Lean-auto solves more problems than existing tools on Lean 4’s math library Mathlib4."
10.62056/angy4fe-3,True,0,False,H,forward:10.1145/3372885.3373824,Understanding binary-Goppa decoding,2024,Daniel Bernstein,IACR Communications in Cryptology,10.62056/angy4fe-3,https://openalex.org/W4394595451,6,"This paper reviews, from bottom to top, a polynomial-time algorithm to correct t errors in classical binary Goppa codes defined by squarefree degree- t polynomials. The proof is factored through a proof of a simple Reed–Solomon decoder, and the algorithm is simpler than Patterson's algorithm. All algorithm layers are expressed as Sage scripts backed by test scripts. All theorems are formally verified. The paper also covers the use of decoding inside the Classic McEliece cryptosystem, including reliable recognition of valid inputs."
10.1145/3573105.3575682,True,0,False,H,forward:10.1145/3372885.3373824,Formalized Class Group Computations and Integral Points on Mordell Elliptic Curves,2023,Anne Baanen; Alex J. Best; Nirvana Coppola; Sander R. Dahmen,,10.1145/3573105.3575682,https://openalex.org/W4312205633,6,"Diophantine equations are a popular and active area of research in number theory. In this paper we consider Mordell equations, which are of the form y2=x3+d, where d is a (given) nonzero integer number and all solutions in integers x and y have to be determined. One non-elementary approach for this problem is the resolution via descent and class groups. Along these lines we formalized in Lean 3 the resolution of Mordell equations for several instances of d<0. In order to achieve this, we needed to formalize several other theories from number theory that are interesting on their own as well, such as ideal norms, quadratic fields and rings, and explicit computations of the class number. Moreover, we introduced new computational tactics in order to carry out efficiently computations in quadratic rings and beyond."
10.1007/s10817-022-09644-0,True,0,False,H,forward:10.1145/3372885.3373824,A Formalization of Dedekind Domains and Class Groups of Global Fields,2022,Anne Baanen; Sander R. Dahmen; Ashvni Narayanan; Filippo Alberto Edoardo Nuccio Mortarino Majno Di Capriglio,Journal of Automated Reasoning,10.1007/s10817-022-09644-0,https://openalex.org/W3128482940,6,"Abstract Dedekind domains and their class groups are notions in commutative algebra that are essential in algebraic number theory. We formalized these structures and several fundamental properties, including number-theoretic finiteness results for class groups, in the Lean prover as part of the mathematical library. This paper describes the formalization process, noting the idioms we found useful in our development and ’s decentralized collaboration processes involved in this project."
