citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.1016/j.neuroimage.2018.02.055,10.1016/j.neuroimage.2018.02.055,,https://openalex.org/W2793130635,Microstructural imaging of human neocortex in vivo,2018,Luke Edwards; Evgeniya Kirilina; Siawoosh Mohammadi; Nikolaus Weiskopf,NeuroImage,B,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.48550/arxiv.2109.00110,10.48550/arxiv.2109.00110,,https://openalex.org/W3197040007,MiniF2F: a cross-system benchmark for formal Olympiad-level mathematics,2021,"Zheng, Kunhao; Jesse Michael Han; Stanislas Polu",arXiv (Cornell University),H,snowball,L1,0,0,,,,,MiniF2F benchmark,no,,,
,10.1088/1367-2630/12/5/055026,10.1088/1367-2630/12/5/055026,,https://openalex.org/W2042184282,Minimally entangled typical thermal state algorithms,2010,E M Stoudenmire; Steven R White,New Journal of Physics,M,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1007/978-3-319-20615-8_1,10.1007/978-3-319-20615-8_1,,https://openalex.org/W1910466616,Mining the Archive of Formal Proofs,2015,Jasmin Christian Blanchette; Max W. Haslbeck; Daniel Matichuk; Tobias Nipkow,Lecture notes in computer science,H,snowball,L1,0,0,,,,,AFP mining,no,,,
,10.4007/annals.2008.167.867,10.4007/annals.2008.167.867,,https://openalex.org/W2016792663,Mirror symmetry for weighted projective planes and their noncommutative deformations,2008,Denis Auroux; Ludmil Katzarkov; Dmitri Olegovich Orlov,Annals of Mathematics,D,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1109/jproc.2020.2976475,10.1109/jproc.2020.2976475,,https://openalex.org/W3012561096,Model Compression and Hardware Acceleration for Neural Networks: A Comprehensive Survey,2020,Lei Deng; Guoqi Li; Song Han; Luping Shi; Yuan Xie,Proceedings of the IEEE,A,snowball,L1,0,0,,,,,irrelevant,no,,,
,10.1017/fmp.2015.5,10.1017/fmp.2015.5,,https://openalex.org/W2963594978,Modified scattering for the cubic Schrdinger equation on product spaces and applications,2015,Nikolay Tzvetkov; Zaher Hani; Benoit Pausader; Nicola Visciglia,HAL (Le Centre pour la Communication Scientifique Directe),D,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1145/3607844,10.1145/3607844,,https://openalex.org/W4386317219,"Modularity, Code Specialization, and Zero-Cost Abstractions for Program Verification",2023,Son Ho; Aymeric Fromherz; Jonathan Protzenko,Proceedings of the ACM on Programming Languages,H,snowball,L1,0,0,,,,,program verification abstractions,no,,,
,10.1007/s10240-006-0039-4,10.1007/s10240-006-0039-4,,https://openalex.org/W1977026965,Moduli spaces of local systems and higher Teichmüller theory,2006,V. V. Fock; A. B. Goncharov,Publications mathématiques de l IHÉS,E,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1074/jbc.m200827200,10.1074/jbc.m200827200,,https://openalex.org/W2066948618,Molecular and Biochemical Characterization of a Highly Stable Bacterial Laccase That Occurs as a Structural Component of the Bacillus subtilis Endospore Coat,2002,Lı́gia O. Martins; Cláudio M. Soares; Manuela M. Pereira; Miguel Teixeira; Teresa Costa; George H. Jones,Journal of Biological Chemistry,E,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1038/s41598-021-83269-y,10.1038/s41598-021-83269-y,,https://openalex.org/W3131879928,Molecular function recognition by supervised projection pursuit machine learning,2021,Tyler Grear; Chris Avery; John A. Patterson; Donald J. Jacobs,Scientific Reports,B,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1109/tac.2023.3274690,10.1109/tac.2023.3274690,,https://openalex.org/W3216707186,Monotone One-Port Circuits,2023,Thomas Chaffey; Rodolphe Sepulchre,IEEE Transactions on Automatic Control,D,snowball,L1,0,0,,,,,monotone circuits,no,,,
,10.1088/0031-9155/57/12/3759,10.1088/0031-9155/57/12/3759,,https://openalex.org/W2077172984,Monte Carlo simulations to support start-up and treatment planning of scanned proton and carbon ion therapy at a synchrotron-based facility,2012,Katia Parodi; A. Mairani; Stephan Brons; B.G. Hasch; Florian Sommerer; J. Naumann,Physics in Medicine and Biology,J,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.4007/annals.2013.177.1.1,10.4007/annals.2013.177.1.1,,https://openalex.org/W2155767029,Moser-Trudinger and Beckner-Onofri's inequalities on the CR sphere,2012,Thomas Branson; Luigi Fontana; Carlo Morpurgo,Annals of Mathematics,G,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1145/197938.197956,10.1145/197938.197956,,https://openalex.org/W2143278541,Multi-dimensional trees for controlled volume rendering and compression,1994,Jane Wilhelms; Allen Van Gelder,,F,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1007/978-3-031-48621-0_14,10.1007/978-3-031-48621-0_14,,https://openalex.org/W4389011127,Multilinear Schwartz-Zippel Mod N and Lattice-Based Succinct Arguments,2023,Benedikt Bünz; Ben Fisch,Lecture notes in computer science,B,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.4319/lo.2005.50.4.1025,10.4319/lo.2005.50.4.1025,,https://openalex.org/W1967509215,Multiple scattering on coral skeletons enhances light absorption by symbiotic algae,2005,Susana Enríquez; Eugenio R. Méndez; Roberto Iglesias Prieto,Limnology and Oceanography,J,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1016/j.neuroimage.2007.09.048,10.1016/j.neuroimage.2007.09.048,,https://openalex.org/W1980405727,Multiple sparse priors for the M/EEG inverse problem,2007,Karl Friston; Lee Harrison; Jean Daunizeau; Stefan J. Kiebel; Christophe Phillips; Nelson J. Trujillo‐Barreto,NeuroImage,G,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1214/aos/1176347963,10.1214/aos/1176347963,,https://openalex.org/W2102201073,Multivariate Adaptive Regression Splines,1991,Jerome H. Friedman,The Annals of Statistics,A;C;F;G;I;K,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1214/09-aos729,10.1214/09-aos729,,https://openalex.org/W1965125844,Nearly unbiased variable selection under minimax concave penalty,2010,Cun‐Hui Zhang,The Annals of Statistics,C,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1051/0004-6361:20020173/pdf,10.1051/0004-6361:20020173/pdf,,https://openalex.org/W3098041279,Nested Grid Calculations of Disk-Planet Interaction,2002,Gennaro D’Angelo; Thomas Henning; W. Kley,Springer Link (Chiba Institute of Technology),L,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1051/0004-6361:20020173,10.1051/0004-6361:20020173,,https://openalex.org/W2136204221,Nested-grid calculations of disk-planet interaction,2002,G. D'Angelo; T. Henning; W. Kley,Astronomy and Astrophysics,L,harvest,L1,0,0,,,,,unrelated field,no,,,
,neuralandmechanicalresponsestoelectricstimulationofthecatsinnerear,,,https://openalex.org/W1490311173,Neural and mechanical responses to electric stimulation of the cat's inner ear.,1971,E. C. Moxon,DSpace@MIT (Massachusetts Institute of Technology),E,harvest,L1,0,0,,,,,unrelated field,no,,,
,neuralnetworkquantumstatesstringbondstatesandchiraltopologicalstates,,,https://openalex.org/W3101214870,"Neural-Network Quantum States, String-Bond States, and Chiral Topological States",2018,"Glasser, I.; Pancotti, N.; August, M.; Rodríguez, I.; J. I. Cirac",Max Planck Digital Library,M,snowball,L1,0,0,,,,,unrelated field,no,,,
,10.1063/1.1712500,10.1063/1.1712500,,https://openalex.org/W1976493614,New Frontiers in Quantum Information With Atoms and Ions,2004,J. I. Cirac; P. Zoller,Physics Today,M,snowball,L1,0,0,,,,,atoms ions QI article,no,,,
,10.1111/2041-210x.12865,10.1111/2041-210x.12865,,https://openalex.org/W2742650136,New approaches for delineating n ‐dimensional hypervolumes,2017,Benjamin Blonder; Cecina Babich Morrow; Brian Maitner; David J. Harris; Christine Lamanna; Cyrille Violle,Methods in Ecology and Evolution,F,harvest,L1,0,0,,,,,unrelated field,no,,,
,newproceduresfordataminingandmeasurementerrormodelswithmedicalimagingapplications,,,https://openalex.org/W2472503648,New procedures for data mining and measurement error models with medical imaging applications.,2005,Xiaofeng Wang,OhioLink ETD Center (Ohio Library and Information Network),K,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1002/jcc.23899,10.1002/jcc.23899,,https://openalex.org/W1963514652,New ways to boost molecular dynamics simulations,2015,Elmar Krieger; Gert Vriend,Journal of Computational Chemistry,C,harvest,L1,0,0,,,,,unrelated field,no,,,
,nonequilibriumdynamicsofquantumisingchainsinthepresenceoftransverseandlongitudinalmagneticfields,,,https://openalex.org/W1619665136,Non equilibrium dynamics of quantum Ising chains in the presence of transverse and longitudinal magnetic fields,2013,Zahra Mokhtari,Summit (Simon Fraser University),M,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.53846/goediss-10292,10.53846/goediss-10292,,https://openalex.org/W4391099156,Non-Equilibrium Dynamics of Photoexcited Correlated Quantum Matter,2024,Alexander Osterkorn,,M,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1080/00018732.2021.1876991,10.1080/00018732.2021.1876991,,https://openalex.org/W3034071862,Non-Hermitian physics,2020,Yuto Ashida; Zongping Gong; Masahito Ueda,Advances In Physics,M,snowball,L1,0,0,,,,,unrelated field,no,,,
,10.1103/physreva.42.10,10.1103/physreva.42.10,,https://openalex.org/W1972553995,Non-Hermitian quantum dynamics,1990,Howard C. Baker; Robert L. Singleton,Physical Review A,J,snowball,L1,0,0,,,,,non-Hermitian dynamics,no,,,
,10.1016/s0304-3932(03)00003-5,10.1016/s0304-3932(03)00003-5,,https://openalex.org/W2171228580,Nonconvex factor adjustments in equilibrium business cycle models: do nonlinearities matter?,2003,Aubhik Khan; Julia K. Thomas,Journal of Monetary Economics,B,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1109/cdc57313.2025.11312491,10.1109/cdc57313.2025.11312491,,https://openalex.org/W7123342971,Nonlinear Bandwidth and Bode Diagrams based on Scaled Relative Graphs,2025,Julius P. J. Krebbekx; Roland Tóth; Amritam Das,,D,snowball,L1,0,0,,,,,SRG Bode diagrams,no,,,
,10.1088/2040-8978/18/12/123002,10.1088/2040-8978/18/12/123002,,https://openalex.org/W1553980249,Nonlinear and quantum optics with whispering gallery resonators,2016,Dmitry Strekalov; Christoph Marquardt; Andrey B. Matsko; Harald G. L. Schwefel; Gerd Leuchs,Journal of Optics,J,snowball,L1,0,0,,,,,whispering gallery optics,no,,,
,10.1002/lpor.201500227,10.1002/lpor.201500227,,https://openalex.org/W2224612148,Nonlinear switching and solitons in PT‐symmetric photonic systems,2016,Sergey V. Suchkov; Andrey A. Sukhorukov; Jiahao Huang; Sergey V. Dmitriev; Chaohong Lee; Yuri S. Kivshar,Laser & Photonics Review,J,snowball,L1,0,0,,,,,PT-symmetric photonics,no,,,
,10.1371/journal.pcbi.1000029,10.1371/journal.pcbi.1000029,,https://openalex.org/W2132692097,Nonnegative Matrix Factorization: An Analytical and Interpretive Tool in Computational Biology,2008,Karthik Devarajan,PLoS Computational Biology,B,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1109/tgrs.2015.2503737,10.1109/tgrs.2015.2503737,,https://openalex.org/W2324784787,Nonnegative Tensor CP Decomposition of Hyperspectral Data,2015,Miguel A. Veganzones; Jérémy E. Cohen; Rodrigo Cabral Farias; Jocelyn Chanussot; Pierre Comon,IEEE Transactions on Geoscience and Remote Sensing,D,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1145/3297858.3304007,10.1145/3297858.3304007,,https://openalex.org/W2930242962,Not All Qubits Are Created Equal,2019,Swamit Tannu; Moinuddin K. Qureshi,,K,snowball,L1,0,0,,,,,unrelated field,no,,,
,10.4171/jems/100,10.4171/jems/100,,https://openalex.org/W2001465794,Null structure and almost optimal local regularity for the Dirac-Klein-Gordon system,2007,Piero DʼAncona; Damiano Foschi; Sigmund Selberg,Journal of the European Mathematical Society,D,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1007/978-3-642-61370-8,10.1007/978-3-642-61370-8,,https://openalex.org/W2118152326,Numerical Techniques for Stochastic Optimization,1988,"Y. Ermoliev; Wets, R.J.-B.",Springer series in computational mathematics,L,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1098/rsta.2019.0066,10.1098/rsta.2019.0066,,https://openalex.org/W2997728548,Numerical algorithms for high-performance computational science,2020,Jack Dongarra; Laura Grigori; Nicholas J. Higham,Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences,B,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1016/j.dark.2012.10.002,10.1016/j.dark.2012.10.002,,https://openalex.org/W2038989249,Numerical simulations of the dark universe: State of the art and the next decade,2012,M. Kuhlen; Mark Vogelsberger; Raúl E. Angulo,Physics of the Dark Universe,L,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1007/s00466-022-02261-z,10.1007/s00466-022-02261-z,,https://openalex.org/W4313256501,Numerical upscaling of parametric microstructures in a possibilistic uncertainty framework with tensor trains,2022,Martin Eigel; Robert Gruhlke; Dieter Moser; Lars Grasedyck,Computational Mechanics,A,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.3847/0004-637x/833/1/3,10.3847/0004-637x/833/1/3,,https://openalex.org/W2496932746,OBSERVATION AND CHARACTERIZATION OF A COSMIC MUON NEUTRINO FLUX FROM THE NORTHERN HEMISPHERE USING SIX YEARS OF ICECUBE DATA,2016,M. G. Aartsen; K. Abraham; M. Ackermann; J. Adams; J. A. Aguilar; M. Ahlers,The Astrophysical Journal,G,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1126/science.aav9105,10.1126/science.aav9105,,https://openalex.org/W2966018830,Observation of a symmetry-protected topological phase of interacting bosons with Rydberg atoms,2019,Sylvain de Léséleuc; Vincent Lienhard; Pascal Scholl; Daniel Barredo; Sebastian Weber; Nicolai Lang,Science,M,snowball,L1,0,0,,,,,SPT Rydberg experiment,no,,,
,10.48550/arxiv.quant-ph/9705054,10.48550/arxiv.quant-ph/9705054,,https://openalex.org/W1679133476,On Quantum Communication Channels with Constrained Inputs,1997,A. S. Holevo,arXiv (Cornell University),K,snowball,L1,0,0,,,,,constrained quantum channels,no,,,
,10.48550/arxiv.1512.01247,10.48550/arxiv.1512.01247,,https://openalex.org/W2189034515,On Rings of Differential Rota-Baxter Operators,2015,Xing Gao; Li Guo; Markus Rosenkranz,arXiv (Cornell University),F,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.15439/2016f520,10.15439/2016f520,,https://openalex.org/W2526342011,On algebraic hierarchies in mathematical repository of Mizar,2016,Adam Grabowski; Artur Korniłowicz; Christoph Schwarzweller,Annals of Computer Science and Information Systems,H,snowball,L1,0,0,,,,,Mizar hierarchies,no,,,
,10.4007/annals.2017.185.1.8,10.4007/annals.2017.185.1.8,,https://openalex.org/W2963631653,On large subsets of $\mathbb{F}_q^n$ with no three-term arithmetic progression,2016,Jordan S. Ellenberg; Dion Gijswijt,Annals of Mathematics,H,snowball,L1,0,0,,,,,cap set,no,,,
,10.1086/306136,10.1086/306136,,https://openalex.org/W1966186756,On the Formation and Evolution of Disk Galaxies: Cosmological Initial Conditions and the Gravitational Collapse,1998,Vladimir Avila‐Reese; C. Firmani; X. Hernández,The Astrophysical Journal,L,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1073/pnas.38.8.716,10.1073/pnas.38.8.716,,https://openalex.org/W2056653303,On the Theory of Dynamic Programming,1952,Richard Bellman,Proceedings of the National Academy of Sciences,D,snowball,L1,0,0,,,,,dynamic programming,no,,,
,10.1017/jfm.2023.687,10.1017/jfm.2023.687,,https://openalex.org/W4386850248,On the low-frequency unsteadiness in shock wave–turbulent boundary layer interactions,2023,Jiaao Hao,Journal of Fluid Mechanics,E,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1553/etna_vol54s610,10.1553/etna_vol54s610,,https://openalex.org/W3202832451,On the regularization effect of stochastic gradient descent applied to least-squares. ETNA - Electronic Transactions on Numerical Analysis,2021,Stefan Steinerberger,Oesterreichisches Musiklexikon online (Institut für kunst- und musikhistorische Forschungen der  Österreichischen Akademie der Wissenschaften),I,snowball,L1,0,0,,,,,unrelated field,no,,,
,10.1016/0305-750x(93)90048-e,10.1016/0305-750x(93)90048-e,,https://openalex.org/W1978745651,"On the state, democratization and some conceptual problems: A Latin American view with glances at some postcommunist countries",1993,Guillermo O’Donnell,World Development,H,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1093/gji/ggw084,10.1093/gji/ggw084,,https://openalex.org/W2296199152,On the use of sensitivity tests in seismic tomography,2016,Nicholas Rawlinson; Wim Spakman,Geophysical Journal International,A,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1103/physrev.150.321,10.1103/physrev.150.321,,https://openalex.org/W2223883879,One-Dimensional Chain of Anisotropic Spin-Spin Interactions. I. Proof of Bethe's Hypothesis for Ground State in a Finite System,1966,Chongming Yang; Chuan‐Zhang Yang,Physical Review,M,snowball,L1,0,0,,,,,Bethe ansatz XXZ,no,,,
,10.1103/physrev.150.327,10.1103/physrev.150.327,,https://openalex.org/W2094264521,One-Dimensional Chain of Anisotropic Spin-Spin Interactions. II. Properties of the Ground-State Energy Per Lattice Site for an Infinite System,1966,Chongming Yang; Chuan‐Zhang Yang,Physical Review,M,snowball,L1,0,0,,,,,Bethe ansatz XXZ,no,,,
,10.1103/physreva.85.010301,10.1103/physreva.85.010301,,https://openalex.org/W2082249447,"One-sided device-independent quantum key distribution: Security, feasibility, and the connection with steering",2012,Cyril Branciard; Eric G. Cavalcanti; S. P. Walborn; Valerio Scarani; Howard M. Wiseman,Physical Review A,E,snowball,L1,0,0,,,,,1sDI QKD,no,,,
,10.1016/j.camwa.2020.04.033,10.1016/j.camwa.2020.04.033,,https://openalex.org/W3030255514,OpenLB—Open source lattice Boltzmann code,2020,Mathias J. Krause; Adrian Kummerländer; Samuel J. Avis; Halim Kusumaatmaja; Davide Dapelo; Fabian Klemens,Computers & Mathematics with Applications,B,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1109/18.669165,10.1109/18.669165,,https://openalex.org/W2167074728,Operational capacity and pseudoclassicality of a quantum channel,1998,Akio Fujiwara; Hiroshi Nagaoka,IEEE Transactions on Information Theory,K,snowball,L1,0,0,,,,,channel pseudoclassicality,no,,,
,10.1103/physrevx.8.021014,10.1103/physrevx.8.021014,,https://openalex.org/W2620407091,Operator Spreading in Random Unitary Circuits,2018,Adam Nahum; Sagar Vijay; Jeongwan Haah,Physical Review X,G,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1029/2005jd006687,10.1029/2005jd006687,,https://openalex.org/W2102653958,Optical properties of deep glacial ice at the South Pole,2006,M. Ackermann; J. Ahrens; X. Bai; M. Bartelt; S. W. Barwick; Ryan Bay,Journal of Geophysical Research Atmospheres,J,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1109/tr.2012.2194351,10.1109/tr.2012.2194351,,https://openalex.org/W2069719474,Optimal Design for Degradation Tests Based on Gamma Processes With Random Effects,2012,Chih‐Chun Tsai; Sheng‐Tsaing Tseng; N. Balakrishnan,IEEE Transactions on Reliability,J,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1007/s11263-011-0468-5,10.1007/s11263-011-0468-5,,https://openalex.org/W2122995085,Optimal Metric Projections for Deformable and Articulated Structure-from-Motion,2011,Marco Paladini; Alessio Del Bue; João Xavier; Lourdes Agapito; Marko Stošić; Marija Dodig,International Journal of Computer Vision,C,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1017/s0962492924000023,10.1017/s0962492924000023,,https://openalex.org/W4402229381,Optimal experimental design: Formulations and computations,2024,Xun Huan; Jayanth Jagalur; Youssef Marzouk,Acta Numerica,B,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.48550/arxiv.1912.08957,10.48550/arxiv.1912.08957,,https://openalex.org/W2994927236,Optimization for deep learning: theory and algorithms,2019,Ruoyu Sun,arXiv (Cornell University),B;N,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1007/s40072-015-0049-7,10.1007/s40072-015-0049-7,,https://openalex.org/W2106605796,Optimization of mesh hierarchies in multilevel Monte Carlo samplers,2015,Abdul-Lateef Haji-Ali; Fabio Nobile; Erik von Schwerin; Raúl Tempone,Stochastic Partial Differential Equations Analysis and Computations,B,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1145/3297858.3304018,10.1145/3297858.3304018,,https://openalex.org/W2913384061,Optimized Compilation of Aggregated Instructions for Realistic Quantum Computers,2019,Yunong Shi; Nelson L. C. Leung; Pranav Gokhale; Zane M. Rossi; David Schuster; Henry Hoffmann,,E,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1080/09500349414552351,10.1080/09500349414552351,,https://openalex.org/W2079429651,Oracle Quantum Computing,1994,André Berthiaume; Gilles Brassard,Journal of Modern Optics,K,snowball,L1,0,0,,,,,unrelated field,no,,,
,10.1109/tnnls.2024.3443814,10.1109/tnnls.2024.3443814,,https://openalex.org/W4403061079,Orthogonal Capsule Networks With Positional Information Preservation and Lightweight Feature Learning,2024,Yuerong Xue,IEEE Transactions on Neural Networks and Learning Systems,B,snowball,L1,0,0,,,,,capsule networks,no,,,
,10.3310/hta4240,10.3310/hta4240,,https://openalex.org/W2096499823,Outcome measures for adult critical care: a systematic review.,2000,Hayes; Black; Jenkinson; Duncan Young; Neil J. Rowan; Daniel Daly,Health Technology Assessment,J,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.48550/arxiv.2210.10524,10.48550/arxiv.2210.10524,,https://openalex.org/W4307010681,"Over-the-Air Computation for 6G: Foundations, Technologies, and Applications",2022,Zhibin Wang; Yapeng Zhao; Yong Zhou; Yuanming Shi; Chunxiao Jiang; Khaled B. Letaief,arXiv (Cornell University),N,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.5194/bg-10-1849-2013,10.5194/bg-10-1849-2013,,https://openalex.org/W2058648791,Oxygen and indicators of stress for marine life in multi-model global warming projections,2013,V. Cocco; Fortunat Joos; M. Steinacher; Thomas L. Frölicher; Laurent Bopp; John P. Dunne,Biogeosciences,C,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1088/0004-637x/804/1/35,10.1088/0004-637x/804/1/35,,https://openalex.org/W1531817302,PARTICLE TRAPPING AND STREAMING INSTABILITY IN VORTICES IN PROTOPLANETARY DISKS,2015,Natalie Raettig; Hubert Klahr; Wladimir Lyra,The Astrophysical Journal,L,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.33084/anterior.v23i2.5954,10.33084/anterior.v23i2.5954,,https://openalex.org/W4397011663,PEMAHAMAN KONSEP GEOMETRI DASAR MAHASISWA PENDIDIKAN MATEMATIKA,2024,Muhammad Hamdani; Sry Rita Puspitasari; Putri Sasalia S,Anterior Jurnal,D,snowball,L1,0,0,,,,,geometry education,no,,,
,10.12681/eadd/3778,10.12681/eadd/3778,,https://openalex.org/W1547358136,PROBLEMS IN DECENTRALIZED DECISION MAKING AND COMPUTATION,1984,Ιωάννης Τσιτσικλής,,G,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1088/0004-637x/773/2/168,10.1088/0004-637x/773/2/168,,https://openalex.org/W2053660869,PROTOPLANETARY DISK MASSES FROM STARS TO BROWN DWARFS,2013,Subhanjoy Mohanty; Jane Greaves; Daniel Mortlock; Ilaria Pascucci; Aleks Scholz; Mark Thompson,The Astrophysical Journal,L,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1002/bip.22372,10.1002/bip.22372,,https://openalex.org/W2149695969,Particle tracking microrheology of purified gastrointestinal mucins,2013,Pantelis Georgiades; Paul D. A. Pudney; David J. Thornton; Thomas Andrew Waigh,Biopolymers,E,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.3390/math10244730,10.3390/math10244730,,https://openalex.org/W4311350769,"Perceptron: Learning, Generalization, Model Selection, Fault Tolerance, and Role in the Deep Learning Era",2022,Ke-Lin Du; Chi-Sing Leung; Wai Ho Mow; M. N. S. Swamy,Mathematics,N,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1107/s0021889807021206,10.1107/s0021889807021206,,https://openalex.org/W2163341755,Phaser crystallographic software,2007,Airlie J. McCoy; Ralf W. Grosse‐Kunstleve; Paul D. Adams; Martyn Winn; Laurent C. Storoni; Randy J. Read,Journal of Applied Crystallography,C;F,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1038/s43586-022-00125-7,10.1038/s43586-022-00125-7,,https://openalex.org/W4281719784,Piecewise linear neural networks and deep learning,2022,Qinghua Tao; Li Li; Xiaolin Huang; Xiangming Xi; Shuning Wang; Johan A. K. Suykens,Nature Reviews Methods Primers,N,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1029/2006je002825,10.1029/2006je002825,,https://openalex.org/W2007878675,"PlanetWRF: A general purpose, local to global numerical model for planetary atmospheric and climate dynamics",2007,M. I. Richardson; A. D. Toigo; Claire Newman,Journal of Geophysical Research Atmospheres,I,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1007/s11831-016-9206-z,10.1007/s11831-016-9206-z,,https://openalex.org/W2568155635,Plant Species Identification Using Computer Vision Techniques: A Systematic Literature Review,2017,Jana Wäldchen; Patrick Mäder,Archives of Computational Methods in Engineering,B,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1103/physrevd.24.1516,10.1103/physrevd.24.1516,,https://openalex.org/W2032207635,Pointer basis of quantum apparatus: Into what mixture does the wave packet collapse?,1981,Wojciech H. Zurek,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",J,snowball,L1,0,0,,,,,pointer basis decoherence,no,,,
,10.5075/epfl-thesis-4461,10.5075/epfl-thesis-4461,,https://openalex.org/W2139784773,Polar codes for channel and source coding,2009,Satish Babu Korada,Infoscience (Ecole Polytechnique Fédérale de Lausanne),N,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1175/1520-0469(1999)056<1197:peaeca>2.0.co;2,10.1175/1520-0469(1999)056<1197:peaeca>2.0.co;2,,https://openalex.org/W2148075058,"Polygonal Eyewalls, Asymmetric Eye Contraction, and Potential Vorticity Mixing in Hurricanes",1999,Wayne H. Schubert; Michael T. Montgomery; Richard K. Taft; Thomas A. Guinn; Scott R. Fulton; James P. Kossin,Journal of the Atmospheric Sciences,L,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1214/aos/1031594728,10.1214/aos/1031594728,,https://openalex.org/W2002869784,Polynomial splines and their tensor products in extended linear modeling: 1994 Wald memorial lecture,1997,Charles J. Stone; Mark Hansen; Charles Kooperberg; Young K. Truong,The Annals of Statistics,F,harvest,L1,0,0,,,,,irrelevant,no,,,
,10.1137/s0097539795293172,10.1137/s0097539795293172,,https://openalex.org/W3023478445,Polynomial-Time Algorithms for Prime Factorization and Discrete Logarithms on a Quantum Computer,1997,Peter W. Shor,SIAM Journal on Computing,K,snowball,L1,0,0,,,,,Shor factoring,no,,,
,10.1137/s0036144598347011,10.1137/s0036144598347011,,https://openalex.org/W2137147061,Polynomial-Time Algorithms for Prime Factorization and Discrete Logarithms on a Quantum Computer,1999,Peter W. Shor,SIAM Review,K,snowball,L1,0,0,,,,,Shor factoring reprint,no,,,
,10.1371/journal.pgen.0020190,10.1371/journal.pgen.0020190,,https://openalex.org/W2108169091,Population Structure and Eigenanalysis,2006,Nick Patterson; Alkes L. Price; David Reich,PLoS Genetics,G,harvest,L1,0,0,,,,,unrelated field,no,,,
,10.1088/1367-2630/7/1/034,10.1088/1367-2630/7/1/034,,https://openalex.org/W2011189520,Position-dependent diffusion coefficients and free energies from Bayesian analysis of equilibrium and replica molecular dynamics simulations,2005,Gerhard Hummer,New Journal of Physics,C,harvest,L1,0,0,,,,,unrelated field,no,,,
