citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.1088/0034-4885/76/5/056201,10.1088/0034-4885/76/5/056201,,https://openalex.org/W2002954796,Neutrino mass and mixing with discrete symmetry,2013,Stephen F. King; Christoph Luhn,Reports on Progress in Physics,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/s11548-014-1118-5,10.1007/s11548-014-1118-5,,https://openalex.org/W2052882206,NiftySim: A GPU-based nonlinear finite element package for simulation of soft tissue biomechanics,2014,Stian Johnsen; Zeike A. Taylor; Matthew J. Clarkson; John H. Hipwell; Marc Modat; Björn Eiben,International Journal of Computer Assisted Radiology and Surgery,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1090/s0894-0347-1992-1126118-x,10.1090/s0894-0347-1992-1126118-x,,https://openalex.org/W1986198949,Nilpotent structures and invariant metrics on collapsed manifolds,1992,Jeff Cheeger; Kenji Fukaya; Mikhael Gromov,Journal of the American Mathematical Society,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/revmodphys.94.015004,10.1103/revmodphys.94.015004,,https://openalex.org/W4213212652,Noisy intermediate-scale quantum algorithms,2022,Kishor Bharti; Alba Cervera-Lierta; Thi Ha Kyaw; Tobias Haug; Sumner Alperin-Lea; Abhinav Anand,Reviews of Modern Physics,O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.5287/ora-aekrx2qq0,10.5287/ora-aekrx2qq0,,https://openalex.org/W789898670,Non-equilibrium strongly-correlated dynamics,2013,T. H. Johnson,Oxford University Research Archive (ORA) (University of Oxford),O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/978-1-4612-0981-2,10.1007/978-1-4612-0981-2,,https://openalex.org/W1547403762,Nonlinear Functional Analysis and its Applications,1990,Eberhard Zeidler,,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/978-1-4612-5020-3,10.1007/978-1-4612-5020-3,,https://openalex.org/W4251401614,Nonlinear Functional Analysis and its Applications,1985,Eberhard Zeidler,,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/978-1-4612-4566-7,10.1007/978-1-4612-4566-7,,https://openalex.org/W4254594825,Nonlinear Functional Analysis and its Applications,1988,Eberhard Zeidler,,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,nonlinearfunctionalanalysisanditsapplicationsivapplicationstomathematicalphysics,,,https://openalex.org/W2736416599,Nonlinear Functional Analysis and its Applications : IV: Applications to Mathematical Physics,1988,Eberhard Zeidler,,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,nonlinearfunctionalanalysisanditsapplicationsiiivariationalmethodsandoptimization,,,https://openalex.org/W2594169092,Nonlinear Functional Analysis and its Applications: III: Variational Methods and Optimization,1984,Eberhard Zeidler,,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1017/s0962492900002816,10.1017/s0962492900002816,,https://openalex.org/W4231428347,Nonlinear approximation,1998,Ronald DeVore,Acta Numerica,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1090/noti1617,10.1090/noti1617,,https://openalex.org/W292382557,Nonstandard Finite Difference Schemes,2017,Ronald E. Mickens,Notices of the American Mathematical Society,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.physletb.2005.05.040,10.1016/j.physletb.2005.05.040,,https://openalex.org/W2045249747,Nontrivial correlation between the CKM and MNS matrices,2005,Zhi‐zhong Xing,Physics Letters B,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.1302.1555,10.48550/arxiv.1302.1555,,https://openalex.org/W1901420645,Nonuniform Dynamic Discretization in Hybrid Networks,2013,Alexander V. Kozlov; Daphne Koller,arXiv (Cornell University),O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1137/120876459,10.1137/120876459,,https://openalex.org/W2000345836,Normalized Iterative Hard Thresholding for Matrix Completion,2013,Jared Tanner; Ke Wei,SIAM Journal on Scientific Computing,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1002/pssb.200945229,10.1002/pssb.200945229,,https://openalex.org/W2135226622,Nuclear spins in nanostructures,2009,W. A. Coish; J. Baugh,physica status solidi (b),O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.2307/j.ctv7h0skv,10.2307/j.ctv7h0skv,,https://openalex.org/W4300600608,Numerical Methods for Stochastic Computations,2010,Dongbin Xiu,Princeton University Press eBooks,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,numericalmethodsforstochasticcomputationsaspectralmethodapproach,,,https://openalex.org/W1880751280,Numerical Methods for Stochastic Computations: A Spectral Method Approach,2010,Dongbin Xiu,,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1088/0264-9381/33/13/133001,10.1088/0264-9381/33/13/133001,,https://openalex.org/W2200587632,Numerical methods for finding stationary gravitational solutions,2016,Óscar J C Dias; Jorge E Santos; Benson Way,Classical and Quantum Gravity,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1073/pnas.112329799,10.1073/pnas.112329799,,https://openalex.org/W1980428773,Numerical operator calculus in higher dimensions,2002,Gregory Beylkin; Martin J. Mohlenkamp,Proceedings of the National Academy of Sciences,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.3847/0004-637x/833/1/3,10.3847/0004-637x/833/1/3,,https://openalex.org/W2496932746,OBSERVATION AND CHARACTERIZATION OF A COSMIC MUON NEUTRINO FLUX FROM THE NORTHERN HEMISPHERE USING SIX YEARS OF ICECUBE DATA,2016,M. G. Aartsen; K. Abraham; M. Ackermann; J. Adams; J. A. Aguilar; M. Ahlers,The Astrophysical Journal,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1142/s0218202512500236,10.1142/s0218202512500236,,https://openalex.org/W2056227133,ON THE OPTIMAL POLYNOMIAL APPROXIMATION OF STOCHASTIC PDES BY GALERKIN AND COLLOCATION METHODS,2012,Joakim Beck; Raúl Tempone; Fabio Nobile; Lorenzo Tamellini,Mathematical Models and Methods in Applied Sciences,O1,snowball,L1,0,0,,,,,[abs] unrelated to H1-H4,no,,,
,10.1016/j.jmoneco.2014.08.005,10.1016/j.jmoneco.2014.08.005,,https://openalex.org/W2120422722,OccBin: A toolkit for solving dynamic models with occasionally binding constraints easily,2014,Luca Guerrieri; Matteo Iacoviello,Journal of Monetary Economics,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.jmaa.2010.03.041,10.1016/j.jmaa.2010.03.041,,https://openalex.org/W2013268819,On Chebyshev functions and Klee functions,2010,Xianfu Wang,Journal of Mathematical Analysis and Applications,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1002/nla.2158,10.1002/nla.2158,,https://openalex.org/W2898784274,On compact vector formats in the solution of the chemical master equation with backward differentiation,2018,Tuǧrul Dayar; M. Can Orhan,Numerical Linear Algebra with Applications,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1214/aoap/1019737664,10.1214/aoap/1019737664,,https://openalex.org/W2034944977,"On excursion sets, tube formulas and maxima of random fields",2000,Robert J. Adler,The Annals of Applied Probability,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1073/pnas.1907377117,10.1073/pnas.1907377117,,https://openalex.org/W2911290743,On instabilities of deep learning in image reconstruction and the potential costs of AI,2020,Vegard Antun; Francesco Renna; Clarice Poon; Ben Adcock; Anders C. Hansen,Proceedings of the National Academy of Sciences,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/26.339844,10.1109/26.339844,,https://openalex.org/W2014647007,On joint transmitter and receiver optimization for multiple-input-multiple-output (MIMO) transmission systems,1994,Jian Yang; Sumit Roy,IEEE Transactions on Communications,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.laa.2014.01.017,10.1016/j.laa.2014.01.017,,https://openalex.org/W2003960350,On subspace distances determined by the Frobenius norm,2014,Oskar Maria Baksalary; Götz Trenkler,Linear Algebra and its Applications,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/s11831-023-09899-9,10.1007/s11831-023-09899-9,,https://openalex.org/W4362553764,On the Analyses of Medical Images Using Traditional Machine Learning Techniques and Convolutional Neural Networks,2023,Saeed Iqbal; Adnan N. Qureshi; Jianqiang Li; Tariq Mahmood,Archives of Computational Methods in Engineering,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1137/090764049,10.1137/090764049,,https://openalex.org/W1988220126,On the Approximation Quality of Markov State Models,2010,Marco Sarich; Frank Noé; Christof Schütte,Multiscale Modeling and Simulation,O1,snowball,L1,0,0,,,,,[abs] unrelated to H1-H4,no,,,
,10.1137/1035134,10.1137/1035134,,https://openalex.org/W1972949070,On the Early History of the Singular Value Decomposition,1993,G. W. Stewart,SIAM Review,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/s00205-015-0845-2,10.1007/s00205-015-0845-2,,https://openalex.org/W2021222440,"On the Inequalities of Babuška–Aziz, Friedrichs and Horgan–Payne",2015,Martin Costabel; Monique Dauge,Archive for Rational Mechanics and Analysis,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tvt.2009.2029438,10.1109/tvt.2009.2029438,,https://openalex.org/W2128719882,"On the Performance, Complexity, and Fairness of Suboptimal Resource Allocation for Multiuser MIMO–OFDMA Systems",2009,Tarcísio F. Maciel; Anja Klein,IEEE Transactions on Vehicular Technology,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/0022-247x(81)90013-5,10.1016/0022-247x(81)90013-5,,https://openalex.org/W2046201138,On the asymptotic behavior of nonlinear semigroups and the range of accretive operators,1981,Simeon Reich,Journal of Mathematical Analysis and Applications,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/978-3-642-03413-8_3,10.1007/978-3-642-03413-8_3,,https://openalex.org/W96075793,On the efficient computation of high-dimensional integrals and the approximation by exponential sums,2009,Dietrich Braess; Wolfgang Hackbusch,,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.6092/unibo/amsdottorato/7612,10.6092/unibo/amsdottorato/7612,,https://openalex.org/W2521426814,"On the interplay of Mixed Integer Linear, Mixed Integer Nonlinear and Constraint Programming",2016,Sven Wiese,AMS Dottorato Institutional Doctoral Theses Repository (University of Bologna),O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1080/02331934.2020.1767101,10.1080/02331934.2020.1767101,,https://openalex.org/W3027187496,On the optimal relaxation parameters of Krasnosel'ski–Mann iteration,2020,Songnian He; Qiao‐Li Dong; Hanlin Tian; Xiaohuan Li,Optimization,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/s0024-3795(00)00322-0,10.1016/s0024-3795(00)00322-0,,https://openalex.org/W2157560371,On the singular values of Gaussian random matrices,2001,Jianhong Shen,Linear Algebra and its Applications,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1093/gji/ggw084,10.1093/gji/ggw084,,https://openalex.org/W2296199152,On the use of sensitivity tests in seismic tomography,2016,Nicholas Rawlinson; Wim Spakman,Geophysical Journal International,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.2140/apde.2012.5.397,10.2140/apde.2012.5.397,,https://openalex.org/W2072204923,"On triangles determined by subsets of the Euclidean plane, the associated bilinear operators and applications to discrete geometry",2012,Allan Greenleaf; Alex Iosevich,Analysis & PDE,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.3389/fmats.2019.00075,10.3389/fmats.2019.00075,,https://openalex.org/W2916087991,On-the-Fly Adaptivity for Nonlinear Twoscale Simulations Using Artificial Neural Networks and Reduced Order Modeling,2019,Felix Fritzen; Mauricio Fernández; Fredrik Larsson,Frontiers in Materials,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2109.14449,10.48550/arxiv.2109.14449,,https://openalex.org/W4286953491,One Loss for All: Deep Hashing with a Single Cosine Similarity based\n Learning Objective,2021,Jiun Tian Hoe; Kam Woh Ng; Tianyu Zhang; Chee Seng Chan; Yi-Zhe Song; Tao Xiang,arXiv (Cornell University),O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physrevx.14.041029,10.1103/physrevx.14.041029,,https://openalex.org/W4403976818,Opening the Black Box inside Grover’s Algorithm,2024,E. Miles Stoudenmire; Xavier Waintal,Physical Review X,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,operatortheoryforanalysisofconvexoptimizationmethodsinmachinelearning,,,https://openalex.org/W2589883535,Operator Theory for Analysis of Convex Optimization Methods in Machine Learning,2014,Patrick W. Gallagher,eScholarship (California Digital Library),O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tcom.1976.1093255,10.1109/tcom.1976.1093255,,https://openalex.org/W2165048717,Optimal Linear Coding for Vector Channels,1976,Kyong-Hwa Lee; Daniel P. Petersen,IRE Transactions on Communications Systems,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tsp.2007.907808,10.1109/tsp.2007.907808,,https://openalex.org/W2149803021,Optimal Linear Precoding Strategies for Wideband Non-Cooperative Systems Based on Game Theory—Part II: Algorithms,2008,Gesualdo Scutari; Daniel P. Palomar; Sergio Barbarossa,IEEE Transactions on Signal Processing,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tsp.2007.907807,10.1109/tsp.2007.907807,,https://openalex.org/W2108680348,Optimal Linear Precoding Strategies for Wideband Noncooperative Systems Based on Game Theory—Part I: Nash Equilibria,2008,Gesualdo Scutari; Daniel P. Palomar; Sergio Barbarossa,IEEE Transactions on Signal Processing,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1021/acs.jctc.2c01089,10.1021/acs.jctc.2c01089,,https://openalex.org/W4318499731,Optimal Mode Combination in the Multiconfiguration Time-Dependent Hartree Method through Multivariate Statistics: Factor Analysis and Hierarchical Clustering,2023,David Mendive‐Tapia; Hans‐Dieter Meyer; Oriol Vendrell,Journal of Chemical Theory and Computation,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tsp.2016.2641381,10.1109/tsp.2016.2641381,,https://openalex.org/W2561146563,Optimal Pilot and Payload Power Control in Single-Cell Massive MIMO Systems,2016,Hei Victor Cheng; Emil Björnson; Erik G. Larsson,IEEE Transactions on Signal Processing,O5,snowball,L1,0,0,,,,,[abs] unrelated to H1-H4,no,,,
,10.1109/jsac.2022.3143237,10.1109/jsac.2022.3143237,,https://openalex.org/W3212795962,Optimal Power Allocation in Downlink Multicarrier NOMA Systems: Theory and Fast Algorithms,2022,Sepehr Rezvani; Eduard A. Jorswieck; Roghayeh Joda; Halim Yanıkömeroğlu,IEEE Journal on Selected Areas in Communications,O5,snowball,L1,0,0,,,,,[abs] unrelated to H1-H4,no,,,
,10.1109/vetecf.2000.886308,10.1109/vetecf.2000.886308,,https://openalex.org/W2118148929,Optimal adaptive precoding for frequency-selective Nagakami-m fading channels,2002,Anna Scaglione; Sergio Barbarossa; Georgios B. Giannakis,,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/78.995062,10.1109/78.995062,,https://openalex.org/W2130667916,Optimal designs for space-time linear precoders and decoders,2002,Anna Scaglione; Petre Stoica; Sergio Barbarossa; Georgios B. Giannakis; H. Sampath,IEEE Transactions on Signal Processing,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1017/s0962492924000023,10.1017/s0962492924000023,,https://openalex.org/W4402229381,Optimal experimental design: Formulations and computations,2024,Xun Huan; Jayanth Jagalur; Youssef Marzouk,Acta Numerica,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1515/9781400830244,10.1515/9781400830244,,https://openalex.org/W1804110266,Optimization Algorithms on Matrix Manifolds,2008,P.-A. Absil; Robert Mahony; Rodolphe Sepulchre,Princeton University Press eBooks,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1137/1.9781611971309,10.1137/1.9781611971309,,https://openalex.org/W1551360398,Optimization and Nonsmooth Analysis,1990,Frank H. Clarke,Society for Industrial and Applied Mathematics eBooks,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/9prw-684p,10.1103/9prw-684p,,https://openalex.org/W4414793157,Optimization via quantum preconditioning,2025,Maxime Dupont; Tina Oberoi; Bhuvanesh Sundar,Physical Review Applied,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/prxquantum.4.040319,10.1103/prxquantum.4.040319,,https://openalex.org/W4297812238,Optimizing Resource Efficiencies for Scalable Full-Stack Quantum Computers,2023,Marco Fellous-Asiani; Jing Hao Chai; Yvain Thonnart; Hui Khoon Ng; Robert S. Whitney; Alexia Auffèves,PRX Quantum,O3,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tsp.2004.826164,10.1109/tsp.2004.826164,,https://openalex.org/W2120435222,Optimum Linear Joint Transmit-Receive Processing for MIMO Channels with QoS Constraints,2004,Daniel P. Palomar; M.A. Lagunas; J.M. Cioffi,IEEE Transactions on Signal Processing,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tit.1967.1053971,10.1109/tit.1967.1053971,,https://openalex.org/W2109203631,Optimum pulse amplitude modulation--I: Transmitter-receiver design and bounds from information theory,1967,Thomas Berger; D.W. Tufts,IEEE Transactions on Information Theory,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/s0377-0427(00)00509-4,10.1016/s0377-0427(00)00509-4,,https://openalex.org/W2035738465,Orthogonal spline collocation methods for partial differential equations,2001,Bernard Bialecki; Graeme Fairweather,Journal of Computational and Applied Mathematics,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/s00440-011-0397-9,10.1007/s00440-011-0397-9,,https://openalex.org/W2012278543,Outliers in the spectrum of iid matrices with bounded rank perturbations,2011,Terence Tao,Probability Theory and Related Fields,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1063/5.0006002,10.1063/5.0006002,,https://openalex.org/W3024385728,P SI4 1.4: Open-source software for high-throughput quantum chemistry,2020,Daniel G. A. Smith; Lori A. Burns; Andrew C. Simmonett; Robert M. Parrish; Matthew Cole Schieber; Raimondas Galvelis,The Journal of Chemical Physics,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1088/1361-6420/adb8c6,10.1088/1361-6420/adb8c6,,https://openalex.org/W4407811647,PALADIN: a novel plug-and-play 3D CS-MRI reconstruction method,2025,Jiemin Wu; Shi-Bai Yin; Tai-Xiang Jiang; Guisong Liu; Xi-Le Zhao,Inverse Problems,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,pepskitjlajuliapackageforprojectedentangledpairstatesimulations,,,https://openalex.org/W7162045035,PEPSKit.jl: A Julia package for projected entangled-pair state simulations,2026,Paul Brehmer; Lander Burgelman; Zheng-Yuan Yue; Gleb Fedorovich; Jutho Haegeman; Lukas Devos,arXiv (Cornell University),O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.cma.2021.114181,10.1016/j.cma.2021.114181,,https://openalex.org/W3206057793,POD-DL-ROM: Enhancing deep learning-based reduced order models for nonlinear parametrized PDEs by proper orthogonal decomposition,2021,Stefania Fresca; Andrea Manzoni,arXiv (Cornell University),O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/978-3-319-97142-1_3,10.1007/978-3-319-97142-1_3,,https://openalex.org/W2803565980,Parallel and Distributed Successive Convex Approximation Methods for Big-Data Optimization,2018,Gesualdo Scutari; Ying Sun,Lecture notes in mathematics,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2408.09981,10.48550/arxiv.2408.09981,,https://openalex.org/W4402502594,Parseval Convolution Operators and Neural Networks,2024,Michaël Unser; Stanislas Ducotterd,arXiv (Cornell University),O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physrevapplied.20.014054,10.1103/physrevapplied.20.014054,,https://openalex.org/W4385237820,Performance Study of Variational Quantum Algorithms for Solving the Poisson Equation on a Quantum Computer,2023,Mazen Ali; Matthias Kabel,Physical Review Applied,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.3847/1538-4365/aa876b,10.3847/1538-4365/aa876b,,https://openalex.org/W2755849405,Perturbation of a Schwarzschild Black Hole Due to a Rotating Thin Disk,2017,Pavel Čı́žek; O. Semerák,The Astrophysical Journal Supplement Series,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tsp.2013.2283840,10.1109/tsp.2013.2283840,,https://openalex.org/W2067878805,Perturbed Orthogonal Matching Pursuit,2013,Oğuzhan Teke; Ali Cafer Gürbüz; Orhan Arıkan,IEEE Transactions on Signal Processing,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/s41586-024-07998-6,10.1038/s41586-024-07998-6,,https://openalex.org/W4403244104,Phase transitions in random circuit sampling,2024,Alexis Morvan; Benjamin Villalonga; Xiao Mi; Salvatore Mandrà; Andreas Bengtsson; Paul V. Klimov,Nature,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physrevlett.127.180502,10.1103/physrevlett.127.180502,,https://openalex.org/W3176603110,Phase-Programmable Gaussian Boson Sampling Using Stimulated Squeezed Light,2021,Han-Sen Zhong; Yu-Hao Deng; Jian Qin; Hui Wang; Ming-Cheng Chen; Li-Chao Peng,Physical Review Letters,O3,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2308.10796,10.48550/arxiv.2308.10796,,https://openalex.org/W4386081790,Phase-Sensitive Quantum Measurement without Controlled Operations,2023,Yilun Yang; Arthur Christianen; Mari Carmen Bañuls; Dominik S. Wild; J. I. Cirac,arXiv (Cornell University),O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1107/s0021889807021206,10.1107/s0021889807021206,,https://openalex.org/W2163341755,Phaser crystallographic software,2007,Airlie J. McCoy; Ralf W. Grosse‐Kunstleve; Paul D. Adams; Martyn Winn; Laurent C. Storoni; Randy J. Read,Journal of Applied Crystallography,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1109/twc.2016.2604800,10.1109/twc.2016.2604800,,https://openalex.org/W2516454286,Physical Layer Security in MIMO Backscatter Wireless Systems,2016,Qian Yang; Hui-Ming Wang; Yi Zhang; Zhu Han,IEEE Transactions on Wireless Communications,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1051/0004-6361/201525830,10.1051/0004-6361/201525830,,https://openalex.org/W4292875581,Planck 2015 results,2016,P. A. R. Ade; N. Aghanim; M. Arnaud; M. Ashdown; J. Aumont; C. Baccigalupi,Astronomy and Astrophysics,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.17863/cam.32861,10.17863/cam.32861,,https://openalex.org/W1909359706,Planck 2015 results,2016,"Ade, PAR; N. Aghanim; M. Arnaud; M. Ashdown; J. Aumont; C. Baccigalupi",ORCA Online Research @Cardiff (Cardiff University),O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.17863/cam.52,10.17863/cam.52,,https://openalex.org/W2962843235,Planck 2015 results,2016,"Ade, PAR; N. Aghanim; M. Arnaud; Frederico Arroja; M. Ashdown; J. Aumont",ORCA Online Research @Cardiff (Cardiff University),O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.17863/cam.43700,10.17863/cam.43700,,https://openalex.org/W2131919044,Planck 2015 results: XVII. Constraints on primordial non-Gaussianity,2016,"Ade, PAR; N. Aghanim; M. Arnaud; Frederico Arroja; M. Ashdown; J. Aumont",ORCA Online Research @Cardiff (Cardiff University),O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1051/0004-6361/201936386,10.1051/0004-6361/201936386,,https://openalex.org/W3103282112,Planck 2018 results,2020,N. Aghanim; Y. Akrami; M. Ashdown; J. Aumont; C. Baccigalupi; M. Ballardini,Astronomy and Astrophysics,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1051/0004-6361/201321529,10.1051/0004-6361/201321529,,https://openalex.org/W1976761078,Planck2013 results. I. Overview of products and scientific results,2014,P. A. R. Ade; N. Aghanim; M. I. R. Alves; C. Armitage-Caplan; M. Arnaud; M. Ashdown,Astronomy and Astrophysics,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/s0004-3702(98)00023-x,10.1016/s0004-3702(98)00023-x,,https://openalex.org/W2168359464,Planning and acting in partially observable stochastic domains,1998,Leslie Pack Kaelbling; Michael L. Littman; Anthony R. Cassandra,Artificial Intelligence,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1002/2016rg000529,10.1002/2016rg000529,,https://openalex.org/W2529276544,Plate Boundary Observatory and related networks: GPS data analysis methods and geodetic products,2016,T. A. Herring; T. I. Melbourne; M. H. Murray; Michael Floyd; Walter Szeliga; R. W. King,Reviews of Geophysics,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/msp.2014.2377273,10.1109/msp.2014.2377273,,https://openalex.org/W1922442141,Playing with Duality: An overview of recent primal?dual approaches for solving large-scale optimization problems,2015,Nikos Komodakis; Jean‐Christophe Pesquet,IEEE Signal Processing Magazine,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1145/1103900.1103907,10.1145/1103900.1103907,,https://openalex.org/W2071224029,Point-based computer graphics,2004,Marc Alexa; Markus Groß; Mark V. Pauly; Hanspeter Pfister; Marc Stamminger; Matthias Zwicker,,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1145/3274659,10.1145/3274659,,https://openalex.org/W2916862255,Polar Affine Arithmetic,2019,Shouxiang Wang; Kai Wang; Lei Wu; Chengshan Wang,ACM Transactions on Mathematical Software,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/s41524-023-01034-3,10.1038/s41524-023-01034-3,,https://openalex.org/W4381542525,Polymer graph neural networks for multitask property learning,2023,Owen Queen; Gavin A. McCarver; Saitheeraj Thatigotla; Brendan P. Abolins; Cameron L. Brown; Vasileios Maroulas,npj Computational Materials,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
